competition_id,mean,round_type_id,group_id,scramble_num,scramble,optimal_slicecount,optimal_solution
StockholmVRG2021,9.2,d,A,4,"(4,0) / (-4,-1) / (1,-2) / (-3,0) / (0,-3) / (0,-3) / (0,-1) / (-3,-3) / (0,-4) / (0,-5) / (-3,0) / (4,0)",9,"(2,2)/(2,-2)/(2,-1)/(3,3)/(3,-1)/(3,0)/(1,-5)/(3,0)/(5,-1)/(-3,4)"
StockholmVRG2021,9.2,d,A,5,"(0,2) / (-5,-2) / (5,5) / (0,-3) / (0,-3) / (0,-5) / (-3,-3) / (-3,-1) / (-5,0) / (-1,-2) / (4,0) / (-2,-3) /",10,"(0,3)/(0,-1)/(2,-3)/(0,4)/(5,-5)/(3,-1)/(1,6)/(0,3)/(5,-3)/(-2,1)/(-1,6)"
DallasCubemas2019,9.2,f,A,1,"(4,0) / (-3,0) / (3,0) / (-3,0) / (0,-3) / (-1,-4) / (0,-3) / (-5,0) / (-3,0) / (-1,0) / (2,0) / (4,-5) / (2,-2) /",11,"(1,-3)/(2,3)/(0,-4)/(1,0)/(3,-2)/(3,-5)/(5,-1)/(0,3)/(4,-3)/(0,-3)/(2,0)/(6,4)"
DallasCubemas2019,9.2,f,A,2,"(0,2) / (6,3) / (1,-5) / (3,0) / (-3,-3) / (2,0) / (-3,-3) / (0,-5) / (4,0) / (-4,0) / (-5,0) / (0,-1) / (-5,0) /",9,"(0,-1)/(1,-4)/(4,0)/(4,-2)/(0,-4)/(2,1)/(3,3)/(4,0)/(5,-4)/(6,4)"
DallasCubemas2019,9.2,f,A,3,"(-2,0) / (-1,5) / (0,-3) / (1,-5) / (3,0) / (2,-1) / (4,0) / (-3,-3) / (0,-3) / (1,-1) / (2,0) /",7,"(4,-2)/(2,-4)/(4,-4)/(4,-2)/(3,-4)/(3,3)/(-1,3)/(6,1)"
DallasCubemas2019,9.2,f,A,4,"(-5,0) / (5,-1) / (3,-3) / (-3,0) / (-2,-2) / (-3,0) / (-1,0) / (0,-3) / (0,-1) / (1,0) / (-4,-4) / (4,-5)",7,"(2,-1)/(4,4)/(3,4)/(2,3)/(0,3)/(0,5)/(-3,3)/(3,4)"
DallasCubemas2019,9.2,f,A,5,"(0,-1) / (0,3) / (3,0) / (1,-2) / (3,0) / (0,-3) / (3,0) / (0,-4) / (0,-3) / (3,0) / (6,-4) / (0,-3) / (-5,0) / (-2,0) /",12,"(2,-2)/(2,6)/(2,-2)/(4,6)/(2,1)/(3,0)/(3,2)/(4,-2)/(5,2)/(4,-5)/(5,2)/(3,0)/(-3,-5)"
CarteBlancheKubeOpen2019,9.2,c,B,1,"(0,-1) / (0,3) / (-3,0) / (4,-5) / (-4,-1) / (-2,-5) / (5,0) / (6,0) / (3,0) / (-2,0) / (0,-3) /",9,"(2,-1)/(4,1)/(3,5)/(1,0)/(0,3)/(2,-1)/(3,4)/(0,-3)/(3,-4)/(3,4)"
CarteBlancheKubeOpen2019,9.2,c,B,2,"(-2,0) / (-3,-3) / (-4,-4) / (6,0) / (0,-5) / (3,0) / (1,0) / (-2,0) / (2,-1) / (6,-3)",9,"(0,-3)/(1,-2)/(2,-3)/(2,-4)/(1,6)/(3,0)/(0,1)/(2,-1)/(-5,-5)/(2,0)"
CarteBlancheKubeOpen2019,9.2,c,B,3,"(1,6) / (3,0) / (-3,0) / (-1,-4) / (-3,0) / (3,0) / (-2,0) / (-3,0) / (-3,-2)",8,"(3,2)/(3,0)/(2,0)/(3,6)/(0,3)/(1,4)/(0,3)/(3,6)/(-1,6)"
CarteBlancheKubeOpen2019,9.2,c,B,4,"(1,0) / (2,5) / (-2,4) / (3,0) / (5,-4) / (3,-5) / (-3,-3) / (4,-1) / (-4,0) / (0,-2)",9,"(2,-2)/(4,4)/(2,-4)/(2,-2)/(0,4)/(4,-3)/(4,2)/(2,-5)/(0,3)/(0,6)"
CarteBlancheKubeOpen2019,9.2,c,B,5,"(0,-1) / (-2,-5) / (-4,-1) / (-5,-2) / (6,0) / (-4,0) / (-3,-3) / (6,-1) / (-4,0) / (4,-5) / (5,-2) / (1,0)",11,"(1,6)/(0,5)/(2,-3)/(3,2)/(2,6)/(4,-1)/(3,6)/(1,6)/(5,2)/(1,4)/(0,3)/(5,3)"
BayouBash2018,9.2,c,A,1,"(-2,0) / (5,2) / (-3,3) / (4,-5) / (-3,0) / (3,-1) / (-3,0) / (-1,0) / (-4,-2) / (2,0) / (-2,-3) / (4,0) /",10,"(2,-4)/(4,-4)/(3,-2)/(2,-5)/(0,-2)/(1,-2)/(3,1)/(5,3)/(3,6)/(3,-2)/(-1,0)"
BayouBash2018,9.2,c,A,2,"(0,2) / (-3,3) / (0,-3) / (-5,-5) / (-3,0) / (2,-3) / (-3,-3) / (0,-5) / (-2,0) / (0,-4) / (0,-4)",6,"(0,-4)/(0,-4)/(4,0)/(4,6)/(1,0)/(-3,-3)/(3,0)"
BayouBash2018,9.2,c,A,3,"(-2,0) / (3,6) / (3,0) / (5,-4) / (-5,-2) / (-3,-4) / (-3,-3) / (5,0) / (2,0) / (-2,-4) / (4,0) / (-3,0) /",10,"(1,6)/(0,-1)/(4,2)/(1,4)/(2,4)/(0,-1)/(0,4)/(0,-3)/(4,-3)/(2,-4)/(0,-5)"
BayouBash2018,9.2,c,A,4,"(4,0) / (0,3) / (2,5) / (3,0) / (3,0) / (-5,-2) / (2,-3) / (-3,-3) / (4,-1) / (-2,0) / (6,-4) / (-2,0) /",10,"(2,-4)/(0,4)/(4,2)/(3,2)/(4,2)/(1,-4)/(3,0)/(0,1)/(2,5)/(3,-3)/(6,-2)"
BayouBash2018,9.2,c,A,5,"(-5,0) / (-4,-4) / (-3,6) / (-2,-2) / (3,-3) / (2,0) / (-3,-3) / (-2,0) / (5,0) / (-2,-1) / (-5,0)",10,"(1,-2)/(2,-4)/(4,4)/(0,-4)/(2,-4)/(2,-2)/(2,-1)/(3,3)/(0,2)/(-5,1)/(5,6)"
NacionalesGuatemala2018,9.2,d,C,1,"(-2,0) / (-3,0) / (2,-1) / (1,-2) / (-3,-3) / (3,0) / (5,0) / (-3,0) / (-2,0) / (0,-4) / (4,0) / (-5,0) / (-4,0) / (-4,0)",9,"/(4,-2)/(0,2)/(5,-2)/(4,-3)/(0,5)/(1,0)/(3,0)/(3,4)/(2,3)"
NacionalesGuatemala2018,9.2,d,C,2,"(-5,-3) / (5,2) / (0,-3) / (1,-5) / (-3,0) / (5,0) / (3,0) / (1,0) / (-2,-4) / (4,-5) / (5,-2)",10,"(1,-4)/(5,-4)/(2,4)/(0,-1)/(3,6)/(1,6)/(0,3)/(5,-1)/(0,3)/(-5,-2)/(5,3)"
NacionalesGuatemala2018,9.2,d,C,3,"(1,0) / (2,-1) / (-3,6) / (-3,0) / (3,0) / (-5,-2) / (5,0) / (3,0) / (1,-4) / (6,0) / (0,-4) / (-2,0) / (5,0)",8,"(1,-4)/(2,-4)/(4,-2)/(0,2)/(1,4)/(0,-4)/(3,0)/(0,-5)/(2,0)"
NacionalesGuatemala2018,9.2,d,C,4,"(3,5) / (-5,4) / (-1,-4) / (-2,-2) / (5,-3) / (3,0) / (1,-3) / (6,-1) / (3,0) / (4,-5) / (0,-2)",10,"(0,2)/(2,-1)/(0,-3)/(0,-5)/(5,-3)/(0,-3)/(1,-3)/(2,2)/(1,4)/(5,-4)/(-3,-5)"
NacionalesGuatemala2018,9.2,d,C,5,"(-5,0) / (-3,0) / (-3,3) / (-4,-4) / (6,-3) / (3,0) / (1,0) / (3,-3) / (-3,0) / (3,0) / (4,0) /",9,"(2,2)/(3,-5)/(3,0)/(4,3)/(0,-4)/(0,3)/(0,-2)/(2,-1)/(1,-2)/(-4,6)"
PickeringSpring2018,9.2,c,B,1,"(0,-1) / (-3,3) / (-2,1) / (-3,-3) / (-1,-1) / (-5,0) / (-3,-3) / (-5,0) / (4,-2) / (0,-4)",7,"(0,4)/(4,-2)/(1,6)/(3,3)/(3,-2)/(5,2)/(-3,3)/(6,-5)"
PickeringSpring2018,9.2,c,B,2,"(4,0) / (5,2) / (-5,1) / (2,-1) / (6,-3) / (0,-2) / (3,0) / (0,-3) / (-1,-5) / (-4,-3) / (2,0)",10,"(4,6)/(3,4)/(1,5)/(3,0)/(3,6)/(0,2)/(0,-3)/(1,-2)/(5,-1)/(-2,-5)/(2,6)"
PickeringSpring2018,9.2,c,B,3,"(1,0) / (5,2) / (0,6) / (-3,0) / (-3,0) / (3,0) / (-2,0) / (-3,-3) / (3,-4) / (4,-4) / (2,-1) / (0,-4) / (-5,0)",10,"(5,5)/(1,0)/(0,4)/(3,4)/(4,0)/(1,2)/(3,0)/(2,0)/(0,3)/(4,-2)/(5,6)"
PickeringSpring2018,9.2,c,B,4,"(0,5) / (3,0) / (3,0) / (-3,0) / (1,-2) / (2,-4) / (-2,-3) / (-3,-3) / (-3,0) / (0,-4) / (-4,0) / (0,-5)",9,"(0,-1)/(0,-2)/(2,6)/(2,0)/(2,0)/(1,-2)/(3,3)/(2,0)/(3,6)/(3,4)"
PickeringSpring2018,9.2,c,B,5,"(0,2) / (4,4) / (-3,6) / (3,0) / (-3,-4) / (0,-3) / (-3,-2) / (5,0) / (0,-2) / (-5,-4) / (-4,0) / (0,-2) / (5,0)",10,"(1,0)/(2,4)/(2,-2)/(5,0)/(3,-4)/(5,6)/(3,6)/(3,-2)/(0,-3)/(6,-1)/(0,4)"
IndianOpen2018,9.2,c,B,1,"(1,0) / (2,2) / (-5,4) / (-3,0) / (-4,-4) / (0,-5) / (3,0) / (3,0) / (0,-3) / (0,-3)",9,"(3,6)/(3,-1)/(4,-5)/(0,-1)/(3,6)/(1,-3)/(3,6)/(2,-4)/(-2,1)/(-4,0)"
IndianOpen2018,9.2,c,B,2,"(0,2) / (3,6) / (-3,6) / (-5,-5) / (-3,0) / (3,0) / (5,0) / (-3,0) / (0,-3) / (4,0) / (4,0) / (0,-4) /",10,"(0,2)/(2,6)/(4,6)/(4,0)/(0,2)/(2,3)/(0,3)/(3,-1)/(1,4)/(-1,-1)/(0,-2)"
IndianOpen2018,9.2,c,B,3,"(0,-1) / (4,-5) / (-1,5) / (-2,-5) / (6,-3) / (5,-3) / (0,-3) / (0,-1) / (1,-4) / (-4,0) / (0,-5) / (6,-3)",9,"(0,6)/(5,0)/(4,-4)/(4,2)/(3,4)/(3,3)/(3,6)/(0,-3)/(0,-5)/(-4,6)"
IndianOpen2018,9.2,c,B,4,"(0,-4) / (-3,0) / (1,4) / (3,0) / (0,-3) / (5,-1) / (0,-2) / (-3,0) / (4,0) / (3,0) /",8,"(0,6)/(3,2)/(3,0)/(0,4)/(0,-3)/(5,-1)/(4,-5)/(6,-3)/(5,0)"
IndianOpen2018,9.2,c,B,5,"(0,5) / (3,0) / (0,-3) / (-2,-5) / (-3,0) / (5,-4) / (4,0) / (0,-3) / (6,-2) / (-1,0) / (-4,0) / (6,-2) / (4,-2)",10,"(3,-4)/(0,5)/(1,0)/(4,-2)/(0,-4)/(1,-1)/(0,3)/(3,6)/(3,1)/(2,-4)/(-3,-2)"
JiaozuoOpen2017,9.2,d,A,1,"(0,2) / (-3,0) / (3,-3) / (4,-2) / (-3,0) / (6,0) / (-3,-4) / (0,-3)",7,"(0,-3)/(0,6)/(3,4)/(5,-4)/(3,-3)/(4,-2)/(-1,-4)/(6,4)"
JiaozuoOpen2017,9.2,d,A,2,"(1,-3) / (3,0) / (0,3) / (-1,-4) / (1,-5) / (3,0) / (2,0) / (-3,-3) / (6,-1) / (-2,-2) / (6,0)",10,"(2,-2)/(4,2)/(2,-4)/(2,4)/(4,0)/(4,-4)/(2,3)/(3,3)/(3,-1)/(4,1)/(-4,-3)"
JiaozuoOpen2017,9.2,d,A,3,"(4,0) / (2,-4) / (-3,0) / (-3,-3) / (-3,0) / (-5,-2) / (0,-1) / (0,-3) / (-1,-2)",8,"(1,2)/(0,3)/(0,1)/(5,2)/(3,0)/(3,3)/(3,0)/(-2,4)/(-4,0)"
JiaozuoOpen2017,9.2,d,A,4,"(-2,0) / (-3,0) / (6,3) / (2,-1) / (3,0) / (4,-2) / (-1,0) / (-3,-3) / (-4,-5) / (6,-4) / (-1,-2) / (6,0)",11,"(3,-2)/(3,2)/(3,-4)/(0,4)/(3,-2)/(1,6)/(4,-1)/(1,1)/(3,6)/(3,3)/(4,6)/(-1,-3)"
JiaozuoOpen2017,9.2,d,A,5,"(3,-1) / (-5,-2) / (-3,0) / (5,-4) / (-5,-5) / (-1,0) / (3,0) / (1,0) / (-2,0) / (0,-1) / (0,-3) / (0,-4) / (-2,0)",10,"(2,3)/(4,1)/(4,0)/(0,2)/(2,-2)/(1,-4)/(0,3)/(2,6)/(0,-3)/(-2,4)/(-1,6)"
VillanuevadelaCanadaOpen2017,9.2,c,A,1,"(0,-1) / (-5,-2) / (3,0) / (3,0) / (5,-1) / (0,-2) / (3,0) / (0,-3) / (-1,-5) / (2,-3) / (4,-3) / (2,-4)",11,"(3,-4)/(0,6)/(4,0)/(0,3)/(4,-3)/(0,2)/(2,0)/(0,-3)/(3,6)/(4,-3)/(-1,2)/(6,-5)"
VillanuevadelaCanadaOpen2017,9.2,c,A,2,"(4,3) / (0,3) / (0,-3) / (-1,-4) / (0,-3) / (0,-3) / (-2,0) / (0,-3) / (-1,0) / (-3,-4) / (1,-2) / (-4,-2) / (-3,0)",10,"(3,1)/(3,-3)/(0,-4)/(1,-4)/(0,-5)/(4,2)/(4,0)/(1,3)/(3,0)/(3,3)/(6,0)"
VillanuevadelaCanadaOpen2017,9.2,c,A,3,"(1,0) / (-3,0) / (0,-3) / (-1,-1) / (4,-5) / (-4,0) / (-3,0) / (4,-1) / (2,0) / (-2,0) / (2,0) / (1,0) / (-1,-5)",8,"(0,6)/(4,5)/(0,2)/(4,6)/(2,0)/(1,-2)/(5,-3)/(-3,0)/(0,6)"
VillanuevadelaCanadaOpen2017,9.2,c,A,4,"(0,-4) / (3,0) / (4,1) / (2,-4) / (3,0) / (-2,-2) / (2,0) / (-3,0) / (-2,-3) / (0,-3) / (0,-3) / (-1,0)",9,"(3,-1)/(4,1)/(5,-1)/(3,-5)/(0,2)/(4,0)/(3,6)/(4,0)/(2,-1)/(6,1)"
VillanuevadelaCanadaOpen2017,9.2,c,A,5,"(4,0) / (2,-4) / (0,-3) / (0,-3) / (-2,-5) / (3,-1) / (-3,-3) / (-3,0) / (0,-4) / (-4,0) / (-2,-5)",8,"(2,-3)/(2,6)/(2,6)/(3,-2)/(3,3)/(2,3)/(3,6)/(-3,6)/(0,4)"
GuildfordOpen2017,9.2,f,A,1,"(0,5) / (0,-3) / (1,1) / (3,-3) / (2,-1) / (6,0) / (-5,0) / (-3,-3) / (0,-3) / (-3,-1) / (2,0) / (0,-4) / (-2,0)",10,"(2,-4)/(0,-4)/(4,2)/(1,3)/(1,0)/(0,-1)/(5,6)/(1,-3)/(3,3)/(-1,-3)/(3,-5)"
GuildfordOpen2017,9.2,f,A,2,"(0,-4) / (4,1) / (-3,3) / (5,-4) / (4,-3) / (-3,-3) / (-1,-4) / (2,0) / (4,0)",8,"(2,6)/(0,-2)/(1,4)/(3,3)/(2,-3)/(1,-2)/(3,-3)/(5,2)/(6,-2)"
GuildfordOpen2017,9.2,f,A,3,"(4,0) / (-3,3) / (-3,0) / (-1,-1) / (3,0) / (3,-3) / (4,0) / (0,-3) / (-1,-2) / (0,-2) / (6,0) / (-4,0) / (-3,-4)",10,"(4,4)/(4,6)/(0,-4)/(1,4)/(2,0)/(0,4)/(1,2)/(0,3)/(5,3)/(-2,4)/(2,0)"
GuildfordOpen2017,9.2,f,A,4,"(4,3) / (-1,2) / (-3,-3) / (-2,-5) / (0,-3) / (0,-4) / (-3,0) / (3,0) / (6,-2) / (-2,0) / (2,0) / (2,-1)",9,"(0,6)/(0,4)/(2,0)/(0,-2)/(4,1)/(5,-4)/(1,6)/(2,0)/(6,-3)/(2,1)"
GuildfordOpen2017,9.2,f,A,5,"(3,5) / (-3,0) / (-2,-5) / (6,0) / (-3,-3) / (0,-3) / (-4,0) / (0,-3) / (3,0) / (5,-3) / (3,-2) / (3,0)",9,"(0,6)/(2,3)/(3,0)/(4,-5)/(5,2)/(3,6)/(3,0)/(4,-2)/(-4,5)/(-3,1)"
Cube4Cam2016,9.2,1,B,1,"(-2,0) / (-3,3) / (-3,0) / (-1,-4) / (3,-2) / (-3,0) / (0,-1) / (2,0) / (0,-2) / (2,0) / (3,-4) / (-3,0) / (-3,0)",10,"(0,4)/(2,-3)/(4,0)/(0,3)/(4,0)/(2,-4)/(4,-4)/(2,3)/(0,3)/(0,-4)/(6,4)"
Cube4Cam2016,9.2,1,B,2,"(0,-1) / (0,-3) / (-2,-5) / (-1,-4) / (1,-2) / (6,-4) / (0,-3) / (-1,0) / (3,0) / (-5,0)",9,"(3,-3)/(3,6)/(3,-3)/(4,6)/(2,2)/(1,-2)/(2,5)/(0,3)/(-2,4)/(-4,-3)"
Cube4Cam2016,9.2,1,B,3,"(-5,0) / (3,0) / (-4,-4) / (0,-3) / (-5,-2) / (6,0) / (-4,0) / (-3,-3) / (-3,0) / (-1,-5) / (2,0) / (4,0) / (-2,0)",10,"(2,-4)/(4,-4)/(4,2)/(4,6)/(4,6)/(2,-4)/(1,-1)/(3,6)/(3,3)/(0,-4)/(6,4)"
Cube4Cam2016,9.2,1,B,4,"(1,0) / (3,0) / (-4,-4) / (6,-3) / (-5,0) / (-3,-3) / (-3,0) / (2,0) / (6,-4) / (-4,0)",9,"(4,0)/(0,-2)/(0,-2)/(3,0)/(3,3)/(5,0)/(1,4)/(2,2)/(-5,-2)/(-1,0)"
Cube4Cam2016,9.2,1,B,5,"(4,0) / (2,2) / (0,6) / (-3,0) / (-5,-2) / (-3,0) / (0,-4) / (6,-3) / (-5,0) / (0,-4) / (-4,0)",8,"(0,3)/(0,3)/(4,3)/(3,2)/(2,6)/(1,-4)/(3,-3)/(-3,6)/(-1,4)"
INABIFOpen2015,9.2,f,A,1,"(0,2) / (1,-5) / (0,3) / (-4,-4) / (0,-3) / (-2,-5) / (0,-1) / (-3,-3) / (-5,-2) / (0,-2) / (-2,-2) / (0,-2) /",10,"(2,-2)/(2,2)/(2,-4)/(2,6)/(2,-2)/(2,2)/(0,4)/(1,6)/(3,3)/(6,-5)/(5,6)"
INABIFOpen2015,9.2,f,A,2,"(0,-4) / (1,4) / (0,3) / (5,-1) / (0,-3) / (-3,-3) / (1,0) / (0,-3) / (0,-2) / (5,0) / (1,-2) / (-1,0)",9,"(3,2)/(0,4)/(4,2)/(4,6)/(4,3)/(0,-1)/(3,0)/(3,6)/(-3,-1)/(-3,-2)"
INABIFOpen2015,9.2,f,A,3,"(-5,0) / (-1,5) / (4,1) / (-1,-4) / (-3,0) / (-5,0) / (0,-3) / (-1,0) / (-5,0) / (2,-3) / (-3,0) / (6,0)",11,"(2,-4)/(0,-2)/(0,-3)/(0,2)/(4,3)/(3,4)/(0,-3)/(1,6)/(5,-4)/(4,-2)/(-3,6)/(-4,-3)"
INABIFOpen2015,9.2,f,A,4,"(-2,0) / (-3,0) / (5,2) / (-2,-2) / (6,0) / (-4,-1) / (0,-5) / (-3,0) / (-3,-1) / (1,-3) / (-2,0) / (6,-5)",9,"(0,-1)/(0,6)/(3,-2)/(3,-4)/(2,6)/(1,0)/(5,-3)/(3,6)/(0,1)/(5,-3)"
INABIFOpen2015,9.2,f,A,5,"(-3,2) / (-2,1) / (5,-4) / (6,0) / (-5,0) / (0,-3) / (3,0) / (6,-3)",7,"(0,-3)/(0,-3)/(0,-3)/(0,6)/(0,5)/(1,4)/(-1,2)/(-3,4)"
