competition_id,Ao5,round_type_id,group_id,is_extra,scramble_num,scramble,optimal_slicecount,optimal_solution
RheinNeckarPhysical2025,9.0,f,A,1,2,"(1,3) / (0,6) / (-1,-4) / (0,-3) / (3,0) / (-3,-5) / (6,-3) / (-4,0) / (0,-5) / (-4,-3) / (-4,0) / (4,0) /",10,"/(4,1)/(5,-4)/(2,0)/(1,-2)/(3,2)/(2,-2)/(0,2)/(4,5)/(-3,0)/(5,-5)"
CFSidewaysBrzezinyII2025,9.0,f,A,0,1,"(3,5) / (0,3) / (-2,1) / (3,0) / (3,0) / (-3,-3) / (-1,0) / (6,-3) / (0,-5) / (0,-3) / (-1,0) / (-2,0) / (-5,0)",10,"(5,0)/(2,3)/(3,-4)/(0,-3)/(4,-5)/(5,3)/(3,6)/(0,1)/(5,2)/(4,-2)/(5,-3)"
CFSidewaysBrzezinyII2025,9.0,f,A,0,2,"(-3,-4) / (-2,1) / (3,-3) / (2,-1) / (-3,-3) / (0,-2) / (-3,-3) / (0,-5) / (4,0) / (-2,0) / (0,-2) / (4,0)",9,"(4,-4)/(0,-4)/(0,2)/(2,6)/(2,0)/(0,2)/(2,-5)/(3,3)/(-3,5)/(0,1)"
CFSidewaysBrzezinyII2025,9.0,f,A,0,3,"(4,-3) / (0,3) / (6,0) / (-4,-1) / (0,-3) / (-3,0) / (-3,-2) / (3,0) / (0,-3) / (-1,0) / (0,-5) / (4,-3)",9,"(0,-3)/(0,-5)/(2,5)/(4,1)/(5,0)/(0,5)/(3,4)/(0,1)/(6,-3)/(-1,-5)"
CFSidewaysBrzezinyII2025,9.0,f,A,0,4,"(0,-1) / (-3,0) / (0,3) / (6,0) / (-3,0) / (4,-2) / (0,-3) / (-1,0) / (-3,-3) / (0,-5) / (-2,0) / (-2,-2) / (-2,0)",10,"(4,-2)/(4,-2)/(4,3)/(1,6)/(3,6)/(0,4)/(4,6)/(4,2)/(3,4)/(-3,-3)/(-3,0)"
CFSidewaysBrzezinyII2025,9.0,f,A,0,5,"(-2,0) / (-1,5) / (0,-3) / (4,-5) / (0,-3) / (6,-3) / (0,-1) / (-3,-3) / (1,-2) / (4,0) / (-2,-4) / (3,-2)",9,"(5,6)/(4,0)/(2,4)/(0,-1)/(5,0)/(1,-3)/(3,3)/(3,-5)/(5,-4)/(3,4)"
CFSidewaysBrzezinyII2025,9.0,f,A,1,1,"(-2,0) / (-3,0) / (-1,-4) / (-2,-5) / (3,0) / (-3,0) / (-4,-3) / (-3,-3) / (4,-1) / (0,-4) / (2,0) / (0,-4)",9,"(2,-4)/(5,-2)/(0,-4)/(1,6)/(0,-2)/(2,-5)/(3,0)/(1,6)/(-3,0)/(-4,-3)"
CFSidewaysBrzezinyII2025,9.0,f,A,1,2,"(0,-1) / (-3,6) / (-3,0) / (-2,-5) / (3,0) / (0,-3) / (5,0) / (-3,-3) / (-3,0) / (0,-5) / (5,-1) / (-5,0) /",10,"(1,-1)/(5,6)/(1,-3)/(3,3)/(0,1)/(3,-3)/(5,-4)/(4,1)/(3,0)/(2,-1)/(-3,-5)"
GrandJunctionDysfunction2025,9.0,c,A,0,1,"(-2,0) / (-3,-3) / (0,-3) / (-4,-4) / (6,-3) / (6,-2) / (0,-3) / (0,-1) / (4,0) / (-3,0) / (-3,-4)",8,"(0,4)/(3,6)/(0,-1)/(3,-5)/(3,1)/(3,-1)/(0,-3)/(-3,1)/(5,0)"
GrandJunctionDysfunction2025,9.0,c,A,0,2,"(0,5) / (0,3) / (0,-3) / (-5,-5) / (2,-1) / (3,0) / (-2,-3) / (-3,-3) / (-1,0) / (-2,-4) / (6,0) / (-2,0)",9,"(4,0)/(2,2)/(2,-2)/(0,-4)/(2,3)/(3,3)/(0,-1)/(0,3)/(1,-2)/(-1,6)"
GrandJunctionDysfunction2025,9.0,c,A,0,3,"(3,5) / (-2,-5) / (5,-4) / (4,-2) / (-1,0) / (3,0) / (1,0) / (4,0) / (-1,0) / (6,-3) / (-4,0)",8,"(2,-1)/(0,2)/(4,-4)/(2,4)/(3,0)/(3,3)/(5,0)/(6,3)/(0,-5)"
GrandJunctionDysfunction2025,9.0,c,A,0,4,"(4,0) / (0,-3) / (-3,0) / (6,0) / (5,-4) / (0,-3) / (0,-2) / (0,-3) / (0,-1) / (6,-2) / (-2,-3) / (-3,0) / (-2,0) / (-4,0)",11,"(1,-5)/(0,6)/(5,2)/(2,-2)/(0,-1)/(2,0)/(2,3)/(3,1)/(3,-3)/(3,0)/(3,6)/(5,4)"
GrandJunctionDysfunction2025,9.0,c,A,0,5,"(4,0) / (3,-3) / (5,2) / (3,0) / (0,-3) / (6,0) / (-2,0) / (0,-3) / (-3,0) / (-3,0) / (-3,-2) / (-2,-4) /",10,"(2,6)/(1,2)/(0,5)/(5,6)/(1,-3)/(3,6)/(3,0)/(3,2)/(1,1)/(-3,6)/(-4,6)"
GrandJunctionDysfunction2025,9.0,c,A,1,1,"(-2,3) / (6,-3) / (-3,-4) / (-3,-3) / (-5,0) / (-4,0) / (-2,-4) / (0,-4) / (2,0) / (-5,-1) / (0,-3) / (-3,-3)",11,"(3,3)/(3,-4)/(2,0)/(2,2)/(0,4)/(0,2)/(3,1)/(3,6)/(3,3)/(1,0)/(2,-1)/(0,-5)"
GrandJunctionDysfunction2025,9.0,c,A,1,2,"(0,-4) / (-5,-5) / (0,3) / (-3,0) / (-4,-4) / (3,0) / (-2,0) / (3,0) / (-4,-5) / (-3,-2) / (6,0) / (-3,0) /",10,"(2,4)/(4,6)/(0,2)/(4,2)/(4,-2)/(3,-2)/(2,-2)/(0,-4)/(1,2)/(6,-3)/(3,-3)"
ManausPlazaOpen2025,9.0,f,A,0,1,"(-5,0) / (0,3) / (-1,-4) / (-5,-2) / (-3,0) / (0,-3) / (-4,0) / (-3,-3) / (-2,-1) / (-4,-2) / (-4,-3) / (6,-2)",11,"(0,-4)/(1,-2)/(4,2)/(2,-4)/(2,-2)/(3,4)/(3,3)/(3,1)/(3,3)/(5,2)/(-2,-5)/(-4,6)"
ManausPlazaOpen2025,9.0,f,A,0,2,"(0,-4) / (6,3) / (-2,1) / (0,-3) / (-4,-4) / (4,0) / (-3,-3) / (1,0) / (-2,0) / (2,0) / (2,-4) / (0,-2) /",10,"(2,-2)/(0,4)/(4,2)/(2,-4)/(0,3)/(5,0)/(0,-1)/(1,-5)/(3,6)/(-3,-3)/(5,-5)"
ManausPlazaOpen2025,9.0,f,A,0,3,"(0,-1) / (0,3) / (1,4) / (6,0) / (-1,-1) / (-2,-5) / (-1,0) / (0,-3) / (-2,0) / (5,0) / (4,0) / (0,-5) / (2,0)",10,"(4,-5)/(4,0)/(2,0)/(4,6)/(0,5)/(3,6)/(0,-1)/(1,4)/(5,-4)/(4,-5)/(5,6)"
ManausPlazaOpen2025,9.0,f,A,0,4,"(0,2) / (6,-3) / (-3,3) / (3,0) / (4,-2) / (3,0) / (5,0) / (-3,0) / (-2,-3) / (-2,-4) / (-2,-2) /",9,"(2,6)/(2,6)/(2,6)/(4,4)/(0,-1)/(3,6)/(3,5)/(1,-2)/(6,-3)/(-4,0)"
ManausPlazaOpen2025,9.0,f,A,0,5,"(0,5) / (-2,-5) / (5,5) / (0,-3) / (0,-3) / (-2,-2) / (2,0) / (0,-3) / (3,0)",8,"(3,6)/(3,0)/(1,0)/(5,2)/(1,1)/(0,3)/(2,-1)/(-3,-3)/(6,-2)"
ManausPlazaOpen2025,9.0,f,A,1,1,"(-3,2) / (0,3) / (0,-3) / (-5,-2) / (5,-4) / (3,0) / (-2,0) / (-3,-3) / (1,-2) / (4,0) / (0,-2) / (-5,0)",9,"(5,0)/(0,2)/(0,-2)/(1,-2)/(3,3)/(3,-2)/(5,-4)/(0,-3)/(-5,-2)/(-1,3)"
ManausPlazaOpen2025,9.0,f,A,1,2,"(3,-1) / (0,6) / (-3,0) / (3,0) / (-5,-2) / (3,-3) / (5,0) / (-3,0) / (-2,0) / (6,-1) / (0,-2) /",9,"/(1,-4)/(4,-4)/(2,6)/(3,4)/(4,-2)/(0,5)/(3,6)/(-5,6)/(-4,3)"
BellevueSquanFestJanuary2025,9.0,2,A,0,1,"(-5,0) / (-3,3) / (5,-1) / (3,0) / (-5,-2) / (3,0) / (-1,0) / (-3,-3) / (2,-1) / (2,-2) / (0,-2) /",9,"(2,-4)/(0,6)/(2,4)/(2,0)/(3,-4)/(3,3)/(2,3)/(1,-2)/(2,-1)/(3,1)"
BellevueSquanFestJanuary2025,9.0,2,A,0,2,"(0,2) / (4,-2) / (-3,-3) / (3,0) / (0,-3) / (3,0) / (-1,0) / (0,-3) / (3,0) / (-1,-5) / (2,0) / (-2,0) / (0,-3)",12,"(2,-1)/(4,-2)/(0,-4)/(0,-2)/(5,4)/(3,6)/(5,6)/(3,0)/(1,4)/(3,3)/(2,-4)/(-3,0)/(3,1)"
BellevueSquanFestJanuary2025,9.0,2,A,0,3,"(0,-1) / (1,4) / (-3,-3) / (3,0) / (3,0) / (0,-4) / (0,-3) / (-1,-3) / (1,0) / (-4,0) / (0,-1) / (-2,0) / (6,0) / (0,-2)",11,"(2,-2)/(0,6)/(0,-4)/(4,0)/(4,5)/(4,-5)/(5,0)/(1,6)/(3,-5)/(3,-4)/(-3,6)/(-3,0)"
BellevueSquanFestJanuary2025,9.0,2,A,0,4,"(4,0) / (0,3) / (5,-1) / (-3,0) / (6,-3) / (4,-2) / (2,0) / (0,-3) / (-3,-1) / (1,0) / (-3,0) / (5,0)",9,"(4,-2)/(2,0)/(0,-3)/(1,6)/(5,-4)/(1,0)/(3,-3)/(3,0)/(-5,6)/(-1,0)"
BellevueSquanFestJanuary2025,9.0,2,A,0,5,"(-2,3) / (6,-3) / (5,-4) / (1,-5) / (-3,0) / (-4,-3) / (3,0) / (-3,-4) / (-2,0) / (2,-4) / (-2,0) / (0,-2)",11,"(2,-4)/(1,6)/(2,-2)/(2,0)/(2,4)/(2,-1)/(5,0)/(1,-3)/(3,3)/(3,4)/(5,-4)/(0,-2)"
BellevueSquanFestJanuary2025,9.0,2,A,1,1,"(0,5) / (-2,1) / (5,-1) / (-3,0) / (-3,0) / (0,-3) / (-2,0) / (6,-3) / (-5,0) / (6,-4) / (2,0) / (-1,-2)",9,"(1,-4)/(4,6)/(2,0)/(0,-1)/(0,5)/(1,-3)/(0,3)/(5,3)/(3,-3)/(6,-2)"
BellevueSquanFestJanuary2025,9.0,2,A,1,2,"(4,0) / (2,-4) / (4,-2) / (0,-3) / (-3,0) / (-1,-4) / (-5,0) / (-3,-3) / (-1,0) / (4,-4) / (0,-4) / (-2,-2)",9,"(2,-4)/(4,6)/(1,6)/(2,-2)/(0,6)/(0,5)/(3,-5)/(0,3)/(-2,3)/(5,0)"
CasorezzoWinterOpen2025,9.0,d,B,0,1,"(1,3) / (-4,5) / (3,0) / (1,-5) / (2,-4) / (6,-2) / (-3,0) / (-2,-1) / (2,0) / (5,0) / (-2,-3) / (3,0)",11,"(3,-2)/(4,-1)/(0,-3)/(2,6)/(0,1)/(5,-4)/(1,1)/(5,3)/(3,6)/(3,-2)/(3,6)/(5,0)"
CasorezzoWinterOpen2025,9.0,d,B,0,2,"(-2,0) / (5,-4) / (0,-3) / (-2,-5) / (5,-4) / (-2,0) / (0,-3) / (-1,0) / (0,-4) / (-2,0) / (-5,0) / (3,-4) / (2,0) /",11,"(1,-3)/(3,5)/(2,5)/(1,-2)/(4,5)/(1,6)/(0,-4)/(0,4)/(5,3)/(3,-5)/(0,3)/(-3,6)"
CasorezzoWinterOpen2025,9.0,d,B,0,3,"(0,-4) / (0,3) / (1,4) / (3,-3) / (-1,-4) / (4,0) / (3,0) / (3,0) / (5,0) / (2,-5) / (0,-1) / (2,0) / (5,0) /",11,"(4,-5)/(5,0)/(2,6)/(0,-5)/(4,6)/(0,-4)/(4,-2)/(5,1)/(3,6)/(3,3)/(-2,3)/(5,3)"
CasorezzoWinterOpen2025,9.0,d,B,0,4,"(0,-1) / (-2,-2) / (0,3) / (5,-1) / (6,0) / (-3,-3) / (-5,0) / (-3,-3) / (-5,0) / (2,-2) / (0,-2) / (4,0)",9,"(2,6)/(2,6)/(0,2)/(4,2)/(2,6)/(2,-4)/(1,-2)/(3,3)/(2,-3)/(0,4)"
CasorezzoWinterOpen2025,9.0,d,B,0,5,"(0,5) / (3,6) / (-2,1) / (-1,-4) / (-3,-2) / (-3,0) / (4,-1) / (2,0) / (-1,0) / (-4,0) / (5,-3) / (6,0)",9,"(1,-3)/(4,6)/(3,6)/(3,4)/(4,6)/(2,5)/(1,-3)/(3,0)/(-3,4)/(-1,6)"
CasorezzoWinterOpen2025,9.0,d,B,1,1,"(-5,0) / (-4,-4) / (1,-5) / (-3,0) / (2,-4) / (3,0) / (-2,0) / (-3,0) / (5,0) / (-2,0) / (0,-2) / (0,-4) / (6,-2) /",9,"/(3,2)/(0,-4)/(3,4)/(0,-2)/(5,6)/(4,3)/(3,6)/(-5,6)/(-4,-3)"
CasorezzoWinterOpen2025,9.0,d,B,1,2,"(1,0) / (3,0) / (3,3) / (3,0) / (6,0) / (-1,-1) / (-2,-3) / (-3,-3) / (-1,0) / (0,-4) / (6,-4) / (6,-2)",9,"(2,-2)/(4,4)/(4,-2)/(2,6)/(0,4)/(2,3)/(3,3)/(0,5)/(-5,1)/(2,3)"
MeathforSpeed2024,9.0,c,B,0,1,"(4,0) / (-3,6) / (2,5) / (4,-5) / (-4,-1) / (1,-3) / (0,-3) / (3,0) / (4,-4) / (6,-2) / (-4,0) / (0,-4)",11,"(2,-2)/(0,4)/(4,0)/(2,-1)/(5,3)/(4,6)/(0,-3)/(0,4)/(5,2)/(4,1)/(0,-3)/(-1,6)"
MeathforSpeed2024,9.0,c,B,0,2,"(0,5) / (1,-2) / (0,3) / (-3,0) / (3,0) / (5,-4) / (-2,0) / (-3,-3) / (0,-3) / (5,0) / (-5,0) / (4,0)",9,"(4,5)/(0,4)/(2,6)/(2,1)/(3,3)/(0,-4)/(3,6)/(3,3)/(6,3)/(-3,4)"
MeathforSpeed2024,9.0,c,B,0,3,"(3,-4) / (1,4) / (0,-3) / (-1,-4) / (1,-2) / (6,-4) / (3,0) / (6,-5) / (-4,-2) / (-5,0) / (6,-4) /",9,"(4,-2)/(0,-4)/(0,-3)/(2,6)/(0,1)/(2,6)/(2,-3)/(4,0)/(0,-3)/(-4,4)"
MeathforSpeed2024,9.0,c,B,0,4,"(3,2) / (-5,4) / (5,-1) / (-3,0) / (3,0) / (0,-3) / (1,0) / (-3,0) / (0,-2) / (0,-4) / (-5,0) / (-4,-2)",9,"(4,2)/(5,0)/(5,4)/(5,6)/(0,-5)/(3,5)/(4,-3)/(3,6)/(3,-1)/(6,4)"
MeathforSpeed2024,9.0,c,B,0,5,"(0,-4) / (-2,-5) / (5,-1) / (-3,0) / (0,-5) / (-3,-3) / (-2,-1) / (6,-4) / (-2,-4) / (-3,0) / (0,-2) /",11,"(3,-2)/(2,2)/(4,6)/(1,-4)/(2,-3)/(4,0)/(0,-3)/(0,-4)/(0,3)/(3,4)/(0,3)/(5,3)"
MeathforSpeed2024,9.0,c,B,1,1,"(0,2) / (-2,-2) / (0,3) / (-4,-4) / (-3,0) / (-3,0) / (-2,-3) / (-3,-3) / (-3,0) / (0,-4) / (-4,0) / (-2,0) / (6,-2)",8,"(0,2)/(0,4)/(0,-2)/(4,6)/(1,0)/(3,3)/(5,6)/(4,-5)/(-4,6)"
MeathforSpeed2024,9.0,c,B,1,2,"(-2,0) / (-1,2) / (3,-3) / (-5,-2) / (6,0) / (-4,0) / (3,0) / (0,-3) / (-1,0) / (0,-5) / (4,0) / (0,-3) / (-2,0) / (6,0)",11,"(1,-1)/(3,1)/(4,3)/(0,5)/(4,6)/(2,2)/(4,-5)/(1,3)/(0,2)/(3,0)/(-4,0)/(0,1)"
BarbertonMini22024,9.0,d,B,0,1,"(0,2) / (-2,1) / (-1,-4) / (6,-3) / (-2,-5) / (6,-1) / (3,0) / (-4,-3) / (0,-4) / (6,-2) / (0,-2) /",11,"(2,-4)/(2,-2)/(0,-4)/(1,-4)/(3,0)/(0,1)/(3,-3)/(2,5)/(3,6)/(4,1)/(-1,2)/(-3,1)"
BarbertonMini22024,9.0,d,B,0,2,"(1,0) / (6,-3) / (0,-3) / (2,-4) / (0,-3) / (0,-3) / (-2,0) / (-3,0) / (-3,-2) / (-2,0) / (-1,0) / (2,0) / (4,-1) /",11,"(3,-3)/(0,2)/(4,6)/(2,5)/(1,0)/(2,-1)/(2,4)/(4,6)/(4,2)/(1,6)/(-3,-3)/(6,-3)"
BarbertonMini22024,9.0,d,B,0,3,"(1,3) / (2,-1) / (4,-2) / (6,-1) / (3,0) / (2,-5) / (6,-2) / (3,-2)",7,"(3,-4)/(2,6)/(4,-1)/(3,6)/(1,6)/(2,-4)/(-2,1)/(-1,-3)"
BarbertonMini22024,9.0,d,B,0,4,"(0,-4) / (-2,1) / (-3,6) / (3,0) / (0,-3) / (2,0) / (-3,0) / (4,0) / (-1,-4) / (-3,-4) / (0,-2)",10,"(1,6)/(2,5)/(4,2)/(2,3)/(0,3)/(3,-4)/(0,-3)/(3,6)/(1,1)/(-3,0)/(-1,6)"
BarbertonMini22024,9.0,d,B,0,5,"(0,-4) / (0,3) / (3,0) / (-5,-5) / (-3,-3) / (3,0) / (3,-1) / (-3,0) / (-1,0) / (-4,0) / (-5,0) / (0,-3) / (0,-2) /",11,"(2,-3)/(4,0)/(0,-3)/(5,4)/(0,4)/(1,-4)/(0,3)/(0,4)/(2,-1)/(1,-2)/(5,-4)/(3,-2)"
BarbertonMini22024,9.0,d,B,1,1,"(0,-1) / (-3,0) / (-2,4) / (6,0) / (3,-1) / (0,-3) / (-1,0) / (3,-4) / (6,-2) / (-1,-2) / (3,0) / (-3,-2)",9,"(3,-4)/(0,6)/(3,4)/(2,6)/(4,-5)/(2,3)/(2,3)/(3,0)/(0,-1)/(0,1)"
BarbertonMini22024,9.0,d,B,1,2,"(4,0) / (3,0) / (3,3) / (0,-3) / (-3,-3) / (2,0) / (-3,-3) / (-4,-1) / (6,0)",8,"(1,-2)/(3,-3)/(3,-3)/(2,5)/(1,4)/(3,3)/(0,-2)/(-3,3)/(-4,6)"
CubingPlazaRealAlajuela2024,9.0,c,B,0,1,"(1,0) / (-3,0) / (5,5) / (4,-2) / (-1,-1) / (-3,0) / (1,0) / (-3,-3) / (-1,0) / (0,-4) / (0,-2) / (-2,0)",9,"(2,-2)/(2,6)/(2,-2)/(2,-4)/(2,2)/(2,-2)/(1,2)/(3,3)/(-1,6)/(0,-5)"
CubingPlazaRealAlajuela2024,9.0,c,B,0,2,"(0,5) / (-2,1) / (5,-1) / (-2,-5) / (6,0) / (-4,0) / (-3,-3) / (0,-1) / (-4,-2) / (2,0) / (0,-3) / (0,-5)",9,"(0,-2)/(2,1)/(4,-4)/(0,2)/(2,-4)/(2,0)/(2,-5)/(3,3)/(-5,3)/(-1,3)"
CubingPlazaRealAlajuela2024,9.0,c,B,0,3,"(0,-4) / (3,-3) / (-5,-2) / (3,0) / (-4,-1) / (0,-3) / (-2,0) / (-3,-3) / (0,-3) / (-3,-1) / (4,-4) / (2,0)",11,"(2,-2)/(2,-4)/(0,4)/(5,-5)/(1,1)/(2,5)/(3,3)/(0,5)/(1,-5)/(5,2)/(-5,4)/(2,-3)"
CubingPlazaRealAlajuela2024,9.0,c,B,0,4,"(3,-4) / (4,-2) / (0,-3) / (3,0) / (3,0) / (-4,-4) / (0,-5) / (3,0) / (1,-4) / (0,-4) / (2,0) / (-2,0)",9,"(5,0)/(4,6)/(4,-3)/(5,0)/(4,-2)/(3,0)/(0,-4)/(3,0)/(0,-2)/(-4,6)"
CubingPlazaRealAlajuela2024,9.0,c,B,0,5,"(0,5) / (-3,0) / (0,3) / (-3,0) / (6,-3) / (3,0) / (-2,0) / (-3,-3) / (-1,-2) / (0,-2) / (-2,-4) / (6,-3) / (0,-3)",12,"(0,-1)/(4,-1)/(2,6)/(0,-4)/(4,2)/(4,-1)/(0,-3)/(0,4)/(5,-1)/(0,3)/(0,-3)/(1,-2)/(2,0)"
CubingPlazaRealAlajuela2024,9.0,c,B,1,1,"(-5,0) / (-3,0) / (-1,5) / (0,-3) / (1,-5) / (-3,0) / (2,0) / (-3,-3) / (4,-1) / (0,-2) / (6,-2) / (2,0)",11,"(2,-2)/(2,-4)/(2,6)/(0,2)/(2,6)/(0,5)/(0,5)/(1,0)/(3,6)/(3,3)/(6,-4)/(6,-5)"
CubingPlazaRealAlajuela2024,9.0,c,B,1,2,"(-2,0) / (0,3) / (2,5) / (-3,0) / (0,-3) / (-5,-5) / (2,-3) / (-3,-3) / (0,-1) / (4,0) / (4,-2) / (-4,-2) /",8,"(4,4)/(4,0)/(4,2)/(0,-2)/(1,-4)/(3,3)/(0,1)/(-3,6)/(5,6)"
SwisscubingCupMentalBreakdow2024,9.0,f,A,0,1,"(-5,0) / (2,2) / (-3,0) / (-5,-5) / (0,-3) / (3,0) / (-1,-3) / (-3,-3) / (-3,-1) / (-5,0) / (-1,-4) /",9,"(0,2)/(2,4)/(4,0)/(2,-2)/(3,6)/(3,3)/(2,-3)/(3,-3)/(4,-2)/(-4,6)"
SwisscubingCupMentalBreakdow2024,9.0,f,A,0,2,"(0,5) / (6,0) / (0,3) / (-5,-5) / (-3,0) / (-3,-3) / (0,-4) / (-3,-3) / (-1,0) / (-4,0) / (6,-4) / (1,-4)",9,"(1,2)/(2,2)/(2,0)/(4,2)/(4,0)/(3,-1)/(3,0)/(3,3)/(6,-4)/(3,4)"
SwisscubingCupMentalBreakdow2024,9.0,f,A,0,3,"(0,5) / (-5,4) / (6,0) / (-1,-1) / (-3,0) / (0,-2) / (0,-3) / (0,-1) / (0,-4) / (0,-2) / (-5,0) / (-4,0) / (6,-2)",10,"(5,6)/(0,-2)/(1,4)/(4,2)/(4,-2)/(4,-4)/(2,-4)/(1,2)/(3,3)/(-1,0)/(-3,-5)"
SwisscubingCupMentalBreakdow2024,9.0,f,A,0,4,"(0,-1) / (-3,3) / (0,3) / (-3,0) / (1,-2) / (3,-3) / (0,-4) / (-3,0) / (-3,0) / (-2,0) / (2,-2) / (2,0) / (6,-4)",12,"(1,-2)/(2,0)/(1,4)/(2,-4)/(1,6)/(3,6)/(2,0)/(1,0)/(2,6)/(0,-2)/(1,2)/(0,3)/(-1,-2)"
SwisscubingCupMentalBreakdow2024,9.0,f,A,0,5,"(0,-4) / (0,3) / (-3,6) / (0,-3) / (-2,-2) / (-3,-3) / (0,-4) / (-3,-3) / (-5,0) / (0,-4) / (-2,0) / (-4,-3)",9,"(2,-5)/(2,4)/(4,0)/(2,0)/(2,-4)/(2,-1)/(3,3)/(4,-3)/(3,0)/(-1,0)"
SwisscubingCupMentalBreakdow2024,9.0,f,A,1,1,"(0,-1) / (3,0) / (3,3) / (0,-3) / (-5,-2) / (-3,0) / (2,-3) / (-3,0) / (4,0) / (-1,0)",9,"(1,0)/(2,6)/(0,3)/(4,-3)/(3,0)/(5,2)/(3,6)/(3,3)/(0,3)/(0,1)"
SwisscubingCupMentalBreakdow2024,9.0,f,A,1,2,"(0,5) / (0,3) / (6,0) / (-2,-5) / (0,-3) / (3,0) / (3,-4) / (-3,0) / (0,-3) / (5,0) / (2,0) / (0,-2) / (2,0) / (2,0)",11,"(2,-3)/(2,4)/(0,4)/(0,2)/(1,2)/(5,6)/(2,0)/(1,-4)/(0,3)/(2,-3)/(1,4)/(2,0)"
CopaBeillin2024,9.0,c,B,0,1,"(1,0) / (3,-3) / (0,3) / (-1,-4) / (1,-2) / (-3,-1) / (6,-3) / (-5,-4) / (2,0) / (2,0) / (4,0) /",9,"(4,-2)/(2,0)/(0,-4)/(4,2)/(0,-4)/(2,-2)/(4,-4)/(1,-4)/(-3,6)/(3,-3)"
CopaBeillin2024,9.0,c,B,0,2,"(0,-4) / (4,-5) / (0,3) / (-3,0) / (-4,-1) / (-3,-3) / (-5,0) / (-3,-3) / (-5,-2) / (4,0) / (2,-2) / (6,-2)",9,"(0,2)/(0,4)/(0,-4)/(2,-4)/(1,5)/(3,6)/(3,3)/(1,0)/(0,-3)/(-1,0)"
CopaBeillin2024,9.0,c,B,0,3,"(4,3) / (3,0) / (0,-3) / (2,-4) / (-3,0) / (4,-2) / (0,-1) / (-3,-3) / (5,0) / (6,0)",9,"(4,-2)/(2,4)/(1,-2)/(3,3)/(5,6)/(1,1)/(3,6)/(5,-4)/(1,-2)/(2,-3)"
CopaBeillin2024,9.0,c,B,0,4,"(-2,3) / (6,3) / (3,0) / (3,0) / (-4,-4) / (3,0) / (4,0) / (3,0) / (-4,0) / (1,0) / (0,-2) / (-4,0) / (2,-5)",10,"(2,-1)/(2,0)/(4,0)/(4,0)/(2,-3)/(0,1)/(1,0)/(0,-4)/(0,3)/(3,1)/(-4,-3)"
CopaBeillin2024,9.0,c,B,0,5,"(-2,0) / (5,-1) / (0,-3) / (0,-3) / (4,-2) / (0,-3) / (5,0) / (-3,0) / (-2,-1) / (-2,0) / (2,-2) / (-2,0) / (-2,0)",10,"(0,2)/(4,6)/(4,6)/(2,-2)/(1,-2)/(5,6)/(4,6)/(3,6)/(4,3)/(-3,3)/(-4,0)"
CopaBeillin2024,9.0,c,B,1,1,"(1,0) / (3,0) / (-3,0) / (0,-3) / (5,-4) / (3,0) / (3,0) / (-5,0) / (-3,-3) / (5,0) / (4,0) / (-4,0) / (2,0) / (-2,0)",9,"(0,2)/(4,2)/(4,-3)/(0,1)/(5,-1)/(1,3)/(3,3)/(5,0)/(0,-3)/(3,-2)"
CopaBeillin2024,9.0,c,B,1,2,"(0,-1) / (-3,0) / (-2,1) / (5,-1) / (-2,-5) / (3,0) / (0,-1) / (-3,-3) / (-3,0) / (6,0) / (-4,-4)",10,"(1,-2)/(3,-3)/(0,6)/(2,6)/(0,3)/(3,6)/(1,-5)/(2,-1)/(1,-2)/(2,5)/(3,-2)"
OhioStateSpring2024,9.0,f,B,0,1,"(-3,-1) / (0,-3) / (0,-3) / (-5,-2) / (-1,-4) / (-3,-5) / (-3,0) / (0,-3) / (0,-3) / (4,0) / (-2,0) / (2,0) / (-4,-3)",12,"(2,-3)/(1,-3)/(3,6)/(3,0)/(3,6)/(5,3)/(5,-4)/(0,-2)/(4,-4)/(2,-3)/(3,3)/(4,3)/(-1,6)"
OhioStateSpring2024,9.0,f,B,0,2,"(0,-1) / (4,-5) / (-4,2) / (3,0) / (-2,-2) / (-3,0) / (-4,0) / (-3,-3) / (0,-5) / (0,-2) / (0,-2) / (0,-4) / (-2,0) /",9,"(0,2)/(4,0)/(0,-2)/(0,-2)/(1,2)/(3,3)/(0,-2)/(0,3)/(0,-3)/(5,-3)"
OhioStateSpring2024,9.0,f,B,0,3,"(0,-1) / (3,0) / (-3,0) / (-2,-2) / (3,0) / (3,-3) / (3,-1) / (-3,-3) / (-5,0) / (-2,0) / (2,-4) / (4,0)",9,"(2,6)/(4,6)/(2,-2)/(0,4)/(4,6)/(3,2)/(3,3)/(3,-5)/(3,6)/(-4,-3)"
OhioStateSpring2024,9.0,f,B,0,4,"(1,0) / (0,3) / (-4,-1) / (3,0) / (1,-5) / (0,-3) / (2,0) / (-3,-3) / (-4,-3) / (-4,-4) / (2,0) / (0,-2)",9,"(0,-4)/(2,4)/(4,-2)/(0,-3)/(4,2)/(5,-2)/(3,6)/(2,0)/(1,-5)/(5,0)"
OhioStateSpring2024,9.0,f,B,0,5,"(0,-4) / (4,-2) / (5,-4) / (-2,-3) / (0,-3) / (-1,0) / (-3,-2) / (-2,-2) / (0,-2) / (0,-5) / (-3,-2) / (2,0)",11,"(4,-2)/(0,5)/(0,-2)/(0,3)/(2,0)/(2,3)/(2,4)/(5,-2)/(0,-3)/(1,6)/(2,5)/(3,1)"
