competition_id,Ao5,round_type_id,group_id,is_extra,scramble_num,scramble,optimal_slicecount,optimal_solution
OhioStateSpring2024,9.0,f,B,1,1,"(1,-3) / (-4,-1) / (-3,0) / (3,-3) / (-2,0) / (3,0) / (6,-5) / (-4,0) / (3,0)",8,"(3,6)/(0,4)/(0,-1)/(3,6)/(3,-1)/(3,6)/(3,-3)/(1,4)/(-1,3)"
OhioStateSpring2024,9.0,f,B,1,2,"(4,0) / (2,5) / (4,-5) / (-4,-4) / (0,-3) / (3,0) / (0,-2) / (-3,0) / (6,0) / (1,0) / (0,-4) / (-3,0) / (-3,0)",10,"(3,-2)/(5,-4)/(3,4)/(3,3)/(0,1)/(2,6)/(0,3)/(3,-1)/(1,-5)/(2,5)/(6,4)"
RioMarKennedyFortaleza2024,9.0,c,C,0,1,"(1,-3) / (2,-1) / (0,-3) / (3,-3) / (-3,0) / (-3,-5) / (0,-3) / (4,-1) / (0,-4) / (4,0) / (0,-2) / (4,0) / (-3,0)",10,"(1,-4)/(4,-4)/(2,-2)/(0,2)/(3,0)/(1,-5)/(2,0)/(3,0)/(3,5)/(-3,3)/(-3,-2)"
RioMarKennedyFortaleza2024,9.0,c,C,0,2,"(-5,-3) / (-1,2) / (-2,-5) / (-4,-1) / (1,0) / (-3,0) / (0,-2) / (5,0) / (3,-4) / (-1,-2) / (6,-4) / (-4,0)",9,"(4,4)/(2,2)/(2,4)/(0,2)/(2,-3)/(2,0)/(2,6)/(3,0)/(-3,6)/(0,-3)"
RioMarKennedyFortaleza2024,9.0,c,C,0,3,"(0,2) / (6,0) / (-5,-5) / (0,-3) / (-1,-1) / (4,-2) / (-4,0) / (-3,-3) / (-4,-3) / (0,-4) / (1,-2) / (-1,0)",11,"(1,-2)/(0,2)/(3,2)/(3,0)/(4,6)/(2,-1)/(0,-2)/(2,-3)/(4,5)/(0,-3)/(-1,3)/(6,-5)"
RioMarKennedyFortaleza2024,9.0,c,C,0,4,"(0,2) / (-5,-2) / (-3,3) / (3,0) / (-1,-4) / (-3,0) / (-5,0) / (0,-3) / (0,-3) / (0,-5) / (5,0) / (0,-2) / (-3,0)",10,"(3,0)/(3,2)/(3,0)/(1,0)/(3,5)/(3,6)/(3,2)/(4,-5)/(5,-4)/(1,-2)/(5,0)"
RioMarKennedyFortaleza2024,9.0,c,C,0,5,"(0,5) / (-3,0) / (4,-2) / (3,0) / (-4,-4) / (1,-5) / (-4,0) / (0,-3) / (0,-3) / (6,-2) / (6,-2)",10,"(2,-4)/(2,6)/(0,3)/(1,-3)/(3,0)/(2,3)/(1,-5)/(3,-3)/(5,-1)/(-3,0)/(-3,-2)"
RioMarKennedyFortaleza2024,9.0,c,C,1,1,"(-3,5) / (6,3) / (3,0) / (1,-2) / (3,0) / (-3,-1) / (-3,-3) / (-5,0) / (-4,-2) / (2,-4) / (0,-4)",8,"(4,4)/(2,6)/(4,-2)/(0,2)/(3,-4)/(3,3)/(5,6)/(4,-2)/(-1,6)"
RioMarKennedyFortaleza2024,9.0,c,C,1,2,"(-5,0) / (-1,-4) / (-2,1) / (5,-4) / (4,-3) / (-3,-3) / (-5,-2) / (-4,0) / (4,0)",8,"(2,6)/(0,4)/(2,-1)/(3,3)/(0,5)/(4,-5)/(5,-4)/(-5,-2)/(5,0)"
SL388PiratensHamnd2024,9.0,f,B,0,1,"(-2,0) / (3,3) / (0,-3) / (-3,0) / (-4,-1) / (3,-3) / (-5,0) / (-3,-3) / (-1,0) / (0,-2) / (2,-4) / (-2,-2)",9,"(0,6)/(0,6)/(0,4)/(4,-3)/(2,4)/(0,4)/(2,-4)/(0,1)/(-3,6)/(-4,4)"
SL388PiratensHamnd2024,9.0,f,B,0,2,"(1,0) / (-3,-3) / (3,0) / (2,0) / (-3,-3) / (3,0) / (1,-1) / (2,0) / (4,0) / (4,-2) / (0,-3) / (6,-3)",11,"(0,-3)/(3,0)/(2,-4)/(2,6)/(0,-2)/(5,-5)/(3,6)/(3,3)/(4,6)/(3,6)/(3,3)/(5,6)"
SL388PiratensHamnd2024,9.0,f,B,0,3,"(1,0) / (5,-1) / (0,-3) / (3,-3) / (-5,-2) / (0,-3) / (5,0) / (0,-3) / (-3,0) / (3,-5) / (0,-2) / (-5,-4) / (-2,0)",12,"(2,-2)/(4,-2)/(1,3)/(3,-1)/(2,4)/(3,2)/(2,-3)/(4,0)/(2,3)/(0,-3)/(0,3)/(3,2)/(3,1)"
SL388PiratensHamnd2024,9.0,f,B,0,4,"(1,3) / (3,6) / (-1,-4) / (3,0) / (3,0) / (-5,-3) / (-3,0) / (5,-3) / (-5,0) / (-2,0) / (2,0) / (-4,0)",11,"(2,-2)/(2,-4)/(4,-3)/(3,0)/(2,-1)/(4,0)/(4,2)/(2,6)/(2,-4)/(3,4)/(3,3)/(2,4)"
SL388PiratensHamnd2024,9.0,f,B,0,5,"(4,-3) / (5,-1) / (0,-3) / (0,-3) / (6,0) / (4,-5) / (-4,0) / (0,-3) / (3,-1) / (-5,0) / (0,-2) / (6,-2)",9,"(0,-4)/(2,0)/(5,0)/(1,3)/(2,0)/(3,-5)/(0,3)/(1,6)/(3,6)/(-1,3)"
SL388PiratensHamnd2024,9.0,f,B,1,1,"(-3,-1) / (6,-3) / (-5,-2) / (-1,-4) / (-5,-2) / (5,0) / (-3,-3) / (0,-5) / (-4,-2) / (-4,-4)",9,"(4,4)/(4,2)/(3,-4)/(3,3)/(3,-2)/(5,2)/(4,1)/(5,2)/(3,6)/(-3,-5)"
SL388PiratensHamnd2024,9.0,f,B,1,2,"(3,2) / (-2,1) / (0,-3) / (5,-4) / (1,-5) / (6,-1) / (-3,-3) / (-5,0) / (0,-2) / (-4,0) / (0,-2) /",9,"/(2,4)/(0,-4)/(2,-4)/(5,-3)/(3,0)/(3,3)/(1,3)/(3,0)/(-4,6)"
Kanonkuben2024,9.0,d,B,0,1,"(4,0) / (0,-3) / (0,3) / (-1,-4) / (1,-5) / (6,-1) / (0,-3) / (-1,0) / (-3,0) / (-2,0) / (-3,0) /",9,"(3,-3)/(0,3)/(0,3)/(5,3)/(3,-3)/(4,-5)/(2,5)/(3,0)/(1,-5)/(2,-3)"
Kanonkuben2024,9.0,d,B,0,2,"(0,-1) / (-2,1) / (0,3) / (-1,-4) / (-3,0) / (-3,-5) / (-3,0) / (-2,-3) / (-2,0) / (2,-4) / (-2,0) / (0,-4) /",10,"(1,-5)/(3,-3)/(2,2)/(0,1)/(3,2)/(4,-2)/(2,0)/(5,6)/(0,-3)/(3,-1)/(6,1)"
Kanonkuben2024,9.0,d,B,0,3,"(1,0) / (-4,2) / (-2,-5) / (5,-1) / (0,-3) / (3,0) / (-2,0) / (-3,-3) / (1,-4) / (6,-4) / (6,-2)",8,"(0,6)/(0,-2)/(2,-4)/(2,4)/(2,-3)/(3,3)/(3,5)/(4,-2)/(-4,0)"
Kanonkuben2024,9.0,d,B,0,4,"(1,0) / (5,-1) / (1,-2) / (3,-3) / (-3,0) / (3,0) / (0,-1) / (3,0) / (2,-5) / (-4,-2) / (1,0) / (-2,0)",7,"(4,0)/(1,2)/(2,4)/(0,2)/(3,-2)/(3,6)/(0,1)/(-1,-3)"
Kanonkuben2024,9.0,d,B,0,5,"(-3,5) / (-5,4) / (3,0) / (-4,-1) / (6,0) / (0,-3) / (0,-2) / (0,-3) / (0,-1) / (-5,0) / (0,-4) / (6,-3) / (-4,-3)",12,"(4,-3)/(4,-3)/(2,6)/(3,0)/(3,0)/(2,-2)/(2,6)/(4,1)/(4,-3)/(2,1)/(3,0)/(3,-4)/(3,-5)"
Kanonkuben2024,9.0,d,B,1,1,"(-2,0) / (-3,-3) / (-4,5) / (1,-2) / (-4,-4) / (1,0) / (3,0) / (2,0) / (0,-5) / (2,-1) / (2,-5) / (2,0)",11,"(3,-2)/(0,6)/(4,0)/(0,3)/(2,-2)/(2,6)/(2,1)/(3,3)/(1,6)/(3,-3)/(2,2)/(-3,4)"
Kanonkuben2024,9.0,d,B,1,2,"(-5,0) / (0,-3) / (2,5) / (-2,-5) / (0,-3) / (3,0) / (-4,-3) / (3,0) / (1,0) / (-2,0) / (0,-1) / (2,0) / (-1,-5) /",11,"(3,6)/(2,-2)/(4,0)/(0,-4)/(0,1)/(2,-1)/(4,-3)/(3,4)/(0,-3)/(1,6)/(0,3)/(5,-3)"
KCKC4BigandAwkward2024,9.0,d,A,0,1,"(0,2) / (4,-5) / (-1,2) / (6,0) / (-5,-2) / (-1,-3) / (-3,-3) / (-2,-5) / (-2,0) / (6,-4) / (-1,0) /",11,"(1,-2)/(2,0)/(3,-5)/(0,-1)/(1,-5)/(2,0)/(0,-2)/(1,0)/(2,4)/(1,0)/(0,3)/(2,-2)"
KCKC4BigandAwkward2024,9.0,d,A,0,2,"(0,5) / (-5,-2) / (-3,0) / (5,-1) / (1,-2) / (0,-3) / (5,0) / (0,-3) / (3,0) / (0,-5) / (0,-1) / (6,0) / (-2,0) / (1,0)",11,"(2,-2)/(4,5)/(4,-2)/(0,2)/(5,-2)/(3,6)/(5,3)/(4,1)/(2,-4)/(1,1)/(3,0)/(2,6)"
KCKC4BigandAwkward2024,9.0,d,A,0,3,"(1,0) / (5,5) / (3,-3) / (-2,-5) / (5,-4) / (6,-2) / (0,-3) / (0,-1) / (4,0) / (3,-4) / (0,-1) / (2,0)",9,"(0,2)/(0,4)/(5,-2)/(0,-2)/(3,2)/(2,1)/(3,0)/(3,-3)/(-1,6)/(3,-5)"
KCKC4BigandAwkward2024,9.0,d,A,0,4,"(-5,0) / (0,3) / (-1,2) / (-3,-3) / (3,0) / (-5,-5) / (-1,0) / (0,-3) / (4,0) / (0,-1) / (6,0) / (-3,-4) / (-2,0)",10,"(2,3)/(0,4)/(3,2)/(0,-4)/(0,1)/(3,-4)/(0,3)/(5,0)/(1,-3)/(3,0)/(5,-2)"
KCKC4BigandAwkward2024,9.0,d,A,0,5,"(-3,5) / (4,1) / (2,-1) / (-3,-3) / (-3,0) / (0,-2) / (-3,0) / (0,-3) / (-2,-3) / (4,-1) / (1,-2) / (-2,0)",9,"(0,-2)/(0,-4)/(3,6)/(2,2)/(3,2)/(1,-2)/(3,0)/(3,5)/(-3,0)/(-1,-2)"
KCKC4BigandAwkward2024,9.0,d,A,1,1,"(0,2) / (-5,-2) / (-3,0) / (-4,-4) / (-3,0) / (0,-3) / (-5,0) / (3,-3) / (-3,0) / (0,-2)",9,"(3,-1)/(3,-3)/(0,-3)/(3,-1)/(3,6)/(3,6)/(4,1)/(3,0)/(5,2)/(0,-2)"
KCKC4BigandAwkward2024,9.0,d,A,1,2,"(0,-1) / (-5,-2) / (-3,3) / (-1,-1) / (-5,-3) / (3,0) / (3,0) / (-5,-3) / (-1,-2) / (0,-2)",9,"(0,2)/(1,2)/(2,-3)/(0,3)/(3,0)/(3,-4)/(1,1)/(3,-3)/(-4,-1)/(6,-5)"
MilwaukeeCubingMania2024,9.0,d,B,0,1,"(0,2) / (0,3) / (3,0) / (-3,0) / (1,-2) / (5,-4) / (4,0) / (-3,0) / (3,0) / (2,-2) / (0,-4) / (1,0) / (0,-4) /",11,"(2,-4)/(1,-2)/(2,0)/(1,-2)/(4,6)/(2,-1)/(0,5)/(0,5)/(1,4)/(3,3)/(5,0)/(6,1)"
MilwaukeeCubingMania2024,9.0,d,B,0,2,"(1,0) / (2,2) / (0,-3) / (3,0) / (-2,-5) / (-4,-1) / (0,-5) / (-3,-3) / (4,-5) / (2,0) / (2,0) /",9,"(2,4)/(2,6)/(2,2)/(4,-4)/(1,4)/(3,3)/(0,1)/(5,-4)/(-2,1)/(-4,-3)"
MilwaukeeCubingMania2024,9.0,d,B,0,3,"(1,3) / (-4,5) / (1,-5) / (2,-1) / (-5,0) / (0,-3) / (3,-2) / (-4,0) / (3,-4) / (0,-4)",9,"(0,4)/(3,-2)/(0,4)/(3,-4)/(0,3)/(5,0)/(4,-5)/(5,-1)/(-2,1)/(-1,-3)"
MilwaukeeCubingMania2024,9.0,d,B,0,4,"(3,2) / (-3,0) / (-5,-5) / (6,-3) / (2,-1) / (6,-2) / (-3,-3) / (0,-5) / (2,-2) / (0,-2) / (-2,-4)",10,"(2,4)/(0,2)/(4,-4)/(2,-3)/(3,3)/(3,-1)/(4,-5)/(2,5)/(1,1)/(2,-1)/(-3,-2)"
MilwaukeeCubingMania2024,9.0,d,B,0,5,"(-3,5) / (1,-5) / (-4,-1) / (4,-5) / (0,-1) / (-3,0) / (0,-2) / (0,-4) / (3,-2) / (6,-3)",9,"(0,-3)/(2,-3)/(5,-2)/(0,-3)/(0,-1)/(0,6)/(1,6)/(3,0)/(-1,6)/(3,-5)"
MilwaukeeCubingMania2024,9.0,d,B,1,1,"(-5,0) / (3,0) / (5,2) / (-5,-5) / (-1,-4) / (0,-3) / (-5,0) / (3,0) / (-4,-3) / (0,-4) / (1,0) / (0,-2) / (6,0) /",9,"(0,-4)/(0,3)/(0,2)/(2,1)/(3,0)/(3,-3)/(0,-5)/(5,-4)/(3,-3)/(-3,1)"
MilwaukeeCubingMania2024,9.0,d,B,1,2,"(1,3) / (0,6) / (3,0) / (-4,-1) / (1,-2) / (3,-1) / (-3,0) / (5,0) / (-2,0) / (6,-2) / (-2,-3) / (3,0) /",12,"(0,-1)/(1,-2)/(2,3)/(0,2)/(4,6)/(4,-1)/(5,3)/(1,0)/(0,3)/(3,6)/(0,-5)/(2,-1)/(3,1)"
TaiwanChampionship2023,9.0,d,B,0,1,"(0,-4) / (-3,6) / (1,-5) / (-3,0) / (2,-1) / (0,-3) / (1,0) / (0,-3) / (-3,0) / (0,-2) / (6,-2) /",11,"(2,-4)/(2,4)/(2,0)/(4,0)/(4,-4)/(0,-2)/(2,3)/(3,-5)/(0,3)/(1,-3)/(-4,2)/(-3,-2)"
TaiwanChampionship2023,9.0,d,B,0,2,"(0,-4) / (1,1) / (0,3) / (-4,-4) / (3,0) / (-3,-2) / (0,-3) / (-2,-1) / (6,-4)",8,"(0,-2)/(1,2)/(0,3)/(2,3)/(1,4)/(2,2)/(1,4)/(5,5)/(6,-2)"
TaiwanChampionship2023,9.0,d,B,0,3,"(1,0) / (-1,5) / (3,0) / (-3,0) / (1,-2) / (-4,-1) / (1,0) / (-3,-3) / (1,-4) / (4,-2) / (0,-4) /",9,"(0,-2)/(0,6)/(2,-5)/(1,6)/(1,6)/(2,-1)/(3,3)/(0,5)/(1,4)/(2,-3)"
TaiwanChampionship2023,9.0,d,B,0,4,"(0,2) / (0,6) / (4,4) / (-1,-1) / (-3,0) / (-2,-5) / (0,-4) / (-3,0) / (0,-2) / (0,-4) / (6,-2) / (-2,0) / (-3,0) /",9,"(2,3)/(3,2)/(4,0)/(2,0)/(0,1)/(5,-4)/(1,3)/(3,0)/(0,1)/(-4,0)"
TaiwanChampionship2023,9.0,d,B,0,5,"(0,-4) / (1,-5) / (0,-3) / (3,0) / (0,-3) / (2,0) / (-3,0) / (-3,0) / (-1,0) / (1,-4) / (6,-4) / (-2,-3) / (6,0)",12,"(3,-2)/(3,-2)/(2,4)/(4,0)/(4,6)/(2,3)/(3,0)/(4,-3)/(2,2)/(3,0)/(1,-5)/(-4,-1)/(6,-5)"
TaiwanChampionship2023,9.0,d,B,1,1,"(0,-1) / (0,6) / (-2,-5) / (-1,-4) / (-2,-5) / (-1,-3) / (3,0) / (1,0) / (2,0) / (0,-4) / (0,-4) / (0,-2) / (-3,-4)",10,"(3,6)/(2,6)/(0,6)/(0,4)/(4,-4)/(4,-3)/(5,0)/(4,0)/(4,3)/(6,3)/(3,-3)"
TaiwanChampionship2023,9.0,d,B,1,2,"(-5,0) / (3,6) / (-1,-4) / (4,-2) / (0,-3) / (0,-3) / (0,-4) / (0,-3) / (5,0) / (0,-3) / (-2,-5) / (-2,0)",9,"(2,-3)/(2,5)/(0,3)/(4,6)/(3,-2)/(2,6)/(3,0)/(3,-3)/(3,4)/(-4,-3)"
MarbleCityCubing2023,9.0,f,A,0,1,"(0,-1) / (3,3) / (4,-5) / (6,-3) / (2,-4) / (1,-3) / (0,-3) / (-1,-2) / (0,-4) / (0,-4) / (4,0) /",9,"(4,0)/(0,-5)/(2,0)/(3,-5)/(5,2)/(3,1)/(3,0)/(1,-3)/(2,-1)/(-3,4)"
MarbleCityCubing2023,9.0,f,A,0,2,"(1,0) / (-4,-4) / (0,3) / (0,-3) / (1,-5) / (6,-3) / (0,-1) / (-3,0) / (0,-3) / (1,0) / (6,-2) / (0,-1) / (3,0)",10,"(2,0)/(2,4)/(4,2)/(4,6)/(1,2)/(4,0)/(0,2)/(1,-4)/(3,0)/(-3,-2)/(-1,-3)"
MarbleCityCubing2023,9.0,f,A,0,3,"(0,2) / (4,-5) / (3,0) / (-3,0) / (-4,-4) / (3,0) / (4,-3) / (0,-3) / (0,-3) / (-3,0) / (6,0) /",9,"(3,-3)/(0,-3)/(0,-3)/(5,6)/(3,0)/(1,4)/(2,-1)/(1,-2)/(-1,5)/(6,-5)"
MarbleCityCubing2023,9.0,f,A,0,4,"(-5,0) / (3,-3) / (5,-1) / (-3,0) / (-2,-2) / (0,-4) / (0,-3) / (-1,0) / (0,-4) / (1,-2) / (0,-2) / (-4,0) / (3,-2)",10,"(3,-4)/(2,4)/(5,-4)/(3,-4)/(0,-3)/(4,0)/(5,3)/(3,6)/(5,0)/(-2,4)/(-1,3)"
MarbleCityCubing2023,9.0,f,A,0,5,"(-2,-3) / (-4,-1) / (0,-3) / (0,-3) / (3,0) / (-5,-5) / (0,-1) / (6,0) / (-3,0) / (2,0) / (0,-5) / (-4,0)",9,"(4,0)/(1,-3)/(3,2)/(0,3)/(0,-3)/(2,0)/(1,1)/(2,5)/(1,-5)/(-4,0)"
MarbleCityCubing2023,9.0,f,A,1,1,"(-3,2) / (-3,0) / (3,0) / (4,-2) / (5,-4) / (0,-3) / (0,-5) / (0,-3) / (6,0) / (0,-5) / (0,-3) / (-4,0) /",10,"(0,6)/(3,6)/(1,6)/(5,-3)/(0,5)/(1,-2)/(2,-3)/(3,0)/(1,-3)/(-4,-1)/(6,-2)"
MarbleCityCubing2023,9.0,f,A,1,2,"(0,5) / (-2,1) / (-3,-3) / (-1,-4) / (-3,-3) / (0,-2) / (6,0) / (0,-3) / (0,-3) / (-4,-2)",9,"(1,-4)/(0,6)/(0,3)/(0,3)/(1,-5)/(4,4)/(1,4)/(3,3)/(-1,-3)/(-3,4)"
SanMarcosOpen2023,9.0,c,B,0,1,"(1,3) / (3,0) / (-4,-1) / (-3,0) / (0,-3) / (0,-3) / (-3,-2) / (0,-3) / (4,-1) / (4,0) / (2,-4) / (0,-1) / (1,0)",8,"(3,0)/(0,-1)/(2,4)/(2,0)/(4,2)/(3,-4)/(3,3)/(-1,-3)/(0,1)"
SanMarcosOpen2023,9.0,c,B,0,2,"(-3,5) / (3,0) / (0,-3) / (-2,-2) / (3,0) / (-4,-1) / (4,0) / (-3,0) / (-1,0) / (0,-5) / (2,-4) / (4,0) / (0,-4)",10,"(3,4)/(2,-5)/(0,-2)/(0,3)/(0,1)/(1,-3)/(3,-1)/(3,-3)/(3,6)/(4,6)/(5,-3)"
SanMarcosOpen2023,9.0,c,B,0,3,"(3,5) / (3,-3) / (-2,-5) / (2,-1) / (-5,-5) / (-4,0) / (-3,0) / (6,-1) / (0,-2) / (0,-4) / (-2,-4) / (-4,0)",11,"(4,-3)/(1,-4)/(1,-4)/(4,0)/(2,0)/(0,4)/(4,-4)/(3,4)/(0,-3)/(4,0)/(-1,5)/(6,1)"
SanMarcosOpen2023,9.0,c,B,0,4,"(1,0) / (2,-4) / (1,1) / (0,-3) / (2,-1) / (-5,-3) / (3,0) / (3,0) / (5,0) / (0,-2) / (6,0)",8,"(4,0)/(0,-4)/(0,2)/(3,-2)/(0,-3)/(1,3)/(2,5)/(0,-3)/(0,-2)"
SanMarcosOpen2023,9.0,c,B,0,5,"(4,0) / (2,-4) / (1,4) / (2,-1) / (0,-3) / (3,0) / (-2,0) / (3,0) / (0,-5) / (-4,0) / (6,-4) / (-1,0) /",10,"(4,4)/(2,-4)/(4,6)/(1,6)/(2,-3)/(3,-4)/(3,-3)/(3,0)/(3,5)/(3,0)/(6,4)"
SanMarcosOpen2023,9.0,c,B,1,1,"(-5,-3) / (0,-3) / (-4,-1) / (3,0) / (6,0) / (-5,-3) / (0,-3) / (0,-3) / (3,0) / (0,-3) / (4,0) / (0,-2) / (0,-1) / (-2,0)",11,"(2,6)/(5,-2)/(4,0)/(5,0)/(2,6)/(0,-3)/(4,2)/(5,-5)/(3,0)/(3,3)/(4,-3)/(-4,3)"
SanMarcosOpen2023,9.0,c,B,1,2,"(1,0) / (3,3) / (-4,5) / (-5,-2) / (-3,0) / (-3,0) / (0,-4) / (-3,-3) / (-1,0) / (-4,-2) / (0,-2) / (1,0)",9,"(3,2)/(4,2)/(4,6)/(2,2)/(2,-2)/(0,-1)/(2,4)/(2,-5)/(3,0)/(-3,6)"
MountainsOpenUp2023,9.0,d,B,0,1,"(-2,0) / (-3,-3) / (-3,0) / (-1,-1) / (-3,-3) / (0,-3) / (0,-2) / (3,0) / (0,-4) / (6,0) / (-3,0) / (1,0) / (6,-4)",10,"(3,-2)/(1,6)/(4,3)/(0,-2)/(0,5)/(1,3)/(3,6)/(3,0)/(3,-4)/(1,1)/(2,6)"
MountainsOpenUp2023,9.0,d,B,0,2,"(0,-1) / (-5,1) / (-3,6) / (2,-1) / (-5,-2) / (0,-4) / (3,-3) / (0,-3) / (-2,0) / (5,0) / (-4,0) / (-1,0) / (4,0)",10,"(4,2)/(2,3)/(3,-4)/(1,6)/(5,-3)/(0,-2)/(0,-4)/(3,0)/(0,4)/(-1,5)/(-3,-2)"
MountainsOpenUp2023,9.0,d,B,0,3,"(0,5) / (0,6) / (-2,-2) / (-4,-3) / (0,-3) / (-3,-1) / (1,0) / (-1,-4) / (0,-2) / (3,-4) / (-2,0) / (0,-4) / (-4,0)",12,"(3,-2)/(3,-3)/(3,2)/(2,-5)/(0,-4)/(0,-4)/(0,4)/(5,-4)/(3,-2)/(0,1)/(0,3)/(-5,3)/(-4,-3)"
MountainsOpenUp2023,9.0,d,B,0,4,"(0,5) / (-3,0) / (3,0) / (-2,-5) / (3,0) / (-1,-1) / (3,-2) / (3,-3) / (3,0) / (2,-5) / (-2,-4) / (-5,0)",9,"(5,0)/(2,4)/(0,2)/(3,-2)/(3,6)/(0,4)/(0,-3)/(2,5)/(-2,4)/(2,0)"
MountainsOpenUp2023,9.0,d,B,0,5,"(1,0) / (-1,-4) / (-3,0) / (-5,-2) / (6,0) / (-3,-4) / (-3,0) / (3,0)",7,"(3,6)/(0,-3)/(0,6)/(3,4)/(5,-4)/(0,3)/(-5,-2)/(-1,0)"
MountainsOpenUp2023,9.0,d,B,1,1,"(0,5) / (-5,4) / (3,0) / (2,-1) / (-2,-2) / (6,0) / (-4,0) / (0,-3) / (0,-3) / (-3,-3) / (0,-5) /",11,"(2,-1)/(1,-3)/(3,6)/(0,-3)/(0,-2)/(3,0)/(5,-1)/(4,-5)/(5,2)/(4,-5)/(5,2)/(0,1)"
MountainsOpenUp2023,9.0,d,B,1,2,"(0,-4) / (-3,3) / (4,-5) / (2,-1) / (4,-5) / (2,-3) / (3,0) / (-5,-3) / (3,0) / (2,0) / (6,0)",8,"(0,-3)/(3,1)/(3,0)/(3,0)/(5,-4)/(1,-2)/(5,-4)/(3,-3)/(6,-2)"
EmpireStateSpring2023,9.0,d,A,0,1,"(1,0) / (-4,2) / (0,3) / (4,-5) / (3,-3) / (-3,-1) / (3,0) / (-4,-3) / (-3,-2) / (-3,-2)",9,"(3,-4)/(0,3)/(0,5)/(1,-3)/(3,3)/(2,-3)/(1,4)/(2,3)/(6,-3)/(-4,-2)"
EmpireStateSpring2023,9.0,d,A,0,2,"(1,-3) / (6,3) / (6,-3) / (-1,-1) / (-3,0) / (6,-2) / (0,-3) / (0,-3) / (-3,-4) / (6,0)",9,"(0,6)/(1,3)/(0,-3)/(3,6)/(5,0)/(3,0)/(1,1)/(0,-3)/(6,-3)/(-1,3)"
EmpireStateSpring2023,9.0,d,A,0,3,"(3,-4) / (-3,0) / (-2,1) / (3,-3) / (-3,0) / (2,0) / (6,-3) / (2,-5) / (4,0) / (-2,-4) / (4,0)",10,"(2,6)/(1,-2)/(0,-4)/(4,6)/(1,-4)/(4,0)/(0,-3)/(0,-4)/(1,3)/(-3,6)/(-3,-3)"
EmpireStateSpring2023,9.0,d,A,0,4,"(1,3) / (3,6) / (2,-4) / (3,0) / (-3,-2) / (0,-3) / (-2,0) / (0,-1) / (3,-4) / (0,-1) / (0,-4) / (-3,0)",9,"(3,4)/(0,-3)/(0,4)/(2,6)/(1,6)/(5,0)/(0,4)/(0,-3)/(-2,-3)/(2,6)"
EmpireStateSpring2023,9.0,d,A,0,5,"(0,-1) / (4,-2) / (6,3) / (3,0) / (0,-4) / (-3,0) / (0,-3) / (1,-3) / (5,-4) / (-4,0) / (5,-2) / (-4,0)",9,"(0,1)/(0,4)/(2,-2)/(2,1)/(0,-4)/(4,-1)/(0,-3)/(0,4)/(-1,-4)/(6,4)"
EmpireStateSpring2023,9.0,d,A,1,1,"(0,-4) / (-5,1) / (6,3) / (2,-1) / (0,-3) / (4,0) / (-3,-3) / (-1,0) / (4,-4) / (5,-2) / (2,0) / (-5,0)",11,"(2,-4)/(0,-2)/(2,0)/(0,-3)/(4,0)/(4,3)/(4,5)/(0,-3)/(5,0)/(3,6)/(1,-2)/(-1,6)"
EmpireStateSpring2023,9.0,d,A,1,2,"(4,0) / (3,3) / (0,-3) / (-4,-1) / (3,-3) / (0,-3) / (0,-2) / (-3,0) / (-2,-3) / (6,-4) / (-2,-2) / (-2,0)",11,"(2,-3)/(5,0)/(4,3)/(2,2)/(4,1)/(5,6)/(3,1)/(0,3)/(3,-1)/(3,0)/(-5,1)/(2,0)"
AmmanWintertime2023,9.0,f,B,0,1,"(1,0) / (3,0) / (5,-4) / (-3,0) / (3,0) / (3,-3) / (-2,0) / (0,-3) / (0,-2) / (6,0)",9,"(2,-1)/(1,6)/(3,-3)/(4,-3)/(3,-1)/(3,6)/(3,2)/(1,-2)/(-3,6)/(2,3)"
AmmanWintertime2023,9.0,f,B,0,2,"(3,5) / (-5,4) / (6,-3) / (2,0) / (-3,0) / (-2,-1) / (2,0) / (2,-2) / (2,-3) /",9,"/(4,-3)/(2,-2)/(4,6)/(2,1)/(3,0)/(4,6)/(3,6)/(-1,2)/(-3,-5)"
AmmanWintertime2023,9.0,f,B,0,3,"(-2,-3) / (3,0) / (-1,2) / (-5,-2) / (-1,-4) / (3,-2) / (0,-3) / (4,0) / (6,-1) / (3,0) / (2,-5)",10,"(4,-1)/(0,-3)/(0,-5)/(2,6)/(3,0)/(3,-4)/(1,4)/(5,2)/(1,-2)/(-3,0)/(2,3)"
AmmanWintertime2023,9.0,f,B,0,4,"(0,-1) / (-3,0) / (4,1) / (0,-3) / (5,-1) / (1,-2) / (5,0) / (-3,0) / (6,-1) / (6,-2) / (-4,0) / (-3,0)",11,"(1,-4)/(4,0)/(1,-2)/(4,4)/(1,6)/(3,3)/(5,6)/(1,-2)/(3,-3)/(3,0)/(5,-1)/(0,-5)"
AmmanWintertime2023,9.0,f,B,0,5,"(0,2) / (0,-3) / (-2,-2) / (-1,-4) / (3,0) / (0,-2) / (3,0) / (-5,0) / (-3,0) / (0,-4) / (3,-2) / (2,0) / (-5,0)",10,"(5,0)/(4,-3)/(0,-3)/(2,3)/(0,-3)/(2,3)/(0,4)/(0,-2)/(0,5)/(3,6)/(-3,-3)"
