competition_id,Ao5,round_type_id,group_id,is_extra,scramble_num,scramble,csp_slicecount,csp_solution
BaiaMareNorthOpen2018,3.33,d,B,0,3,"(0,-1) / (3,6) / (-2,-5) / (5,-1) / (3,0) / (-3,0) / (1,0) / (6,0) / (3,-3) / (-1,0) / (0,-4) / (-2,0) / (-3,-4)",4,"(-1,-2)/(2,-2)/(3,2)/(3,3)/(2,-2)"
BaiaMareNorthOpen2018,3.33,d,B,0,4,"(0,-4) / (-2,-5) / (2,5) / (-5,-2) / (-1,-4) / (-5,-3) / (-3,-3) / (1,0) / (-2,0) / (4,-2) / (-4,-5)",4,"(0,-5)/(0,-2)/(1,-4)/(3,3)/(2,-2)"
BaiaMareNorthOpen2018,3.33,d,B,0,5,"(0,-1) / (3,0) / (3,0) / (4,-2) / (0,-3) / (-3,0) / (3,0) / (-4,0) / (-3,0) / (6,-1) / (0,-2) / (0,-4) / (3,0)",4,"(-3,0)/(0,4)/(1,-4)/(6,-3)/"
BaiaMareNorthOpen2018,3.33,d,B,1,1,"(0,5) / (-2,-5) / (-3,0) / (0,-3) / (-4,-4) / (-2,-5) / (5,0) / (-3,-3) / (4,0) / (0,-1) / (6,-5) /",2,"(3,-1)/(3,3)/"
BaiaMareNorthOpen2018,3.33,d,B,1,2,"(-2,0) / (3,3) / (2,5) / (3,0) / (0,-3) / (1,-5) / (5,0) / (-3,-3) / (-3,-5) / (6,0) / (0,-1) / (-2,0) /",5,"(0,-5)/(0,5)/(2,0)/(2,1)/(3,3)/"
IIRecifeOpen2018,3.33,c,A,0,1,"(0,-4) / (-3,3) / (3,0) / (0,-3) / (1,-2) / (0,-3) / (-1,0) / (3,0) / (3,0) / (4,0) / (4,0) / (0,-4) / (0,-4) / (-4,-3)",5,"(4,1)/(0,4)/(-4,0)/(-4,1)/(6,-3)/(2,-2)"
IIRecifeOpen2018,3.33,c,A,0,2,"(-3,-1) / (0,-3) / (-5,-2) / (0,-3) / (3,0) / (3,-3) / (5,0) / (6,-3) / (2,-5) / (4,0) / (6,0) /",4,"(6,0)/(2,0)/(1,-4)/(6,-3)/"
IIRecifeOpen2018,3.33,c,A,0,3,"(1,0) / (3,3) / (-4,-1) / (4,-2) / (-1,-4) / (3,-2) / (-3,0) / (-2,-1) / (4,-3) / (-3,-4) / (-2,0)",5,"(2,-2)/(-3,0)/(0,-4)/(-4,1)/(3,0)/"
IIRecifeOpen2018,3.33,c,A,0,4,"(-5,3) / (0,3) / (3,0) / (-1,-4) / (-3,0) / (-2,-2) / (-4,0) / (0,-3) / (6,-3) / (2,0) / (-5,-2)",2,"(-3,-1)/(6,3)/"
IIRecifeOpen2018,3.33,c,A,0,5,"(-2,0) / (-4,-4) / (3,0) / (1,-2) / (5,-1) / (-3,-2) / (0,-3) / (4,0) / (0,-3) / (0,-3) / (6,-1)",3,"(5,0)/(3,1)/(3,0)/"
IIRecifeOpen2018,3.33,c,A,1,1,"(4,0) / (2,-4) / (3,-3) / (1,-2) / (-3,0) / (0,-3) / (-4,0) / (-3,0) / (3,0) / (0,-1) / (-5,-5) / (-1,0) / (0,-2)",3,"(0,2)/(1,-4)/(3,0)/(2,-2)"
IIRecifeOpen2018,3.33,c,A,1,2,"(3,-4) / (0,-3) / (-3,-3) / (-3,0) / (-2,-2) / (0,-4) / (-3,0) / (-1,0) / (-4,-3) / (1,0) / (-2,0) / (0,-5) / (5,0) /",6,"(3,1)/(0,-2)/(-1,0)/(0,2)/(1,-4)/(3,0)/(2,-2)"
No3x3x3Waterloo2018,3.33,1,A,0,1,"(0,2) / (-3,3) / (0,3) / (-3,0) / (-5,-5) / (-4,-1) / (4,0) / (-3,0) / (-1,0) / (4,-2) / (2,0)",2,"(-3,0)/(3,6)/(2,-2)"
No3x3x3Waterloo2018,3.33,1,A,0,2,"(-3,-1) / (-3,0) / (0,3) / (-2,-2) / (3,0) / (2,0) / (0,-3) / (4,0) / (-1,0) / (5,-5) / (-2,0) / (2,0) / (-2,0) / (5,0)",5,"(1,-4)/(-2,0)/(0,2)/(1,-4)/(3,0)/(2,-2)"
No3x3x3Waterloo2018,3.33,1,A,0,3,"(0,2) / (-5,1) / (-4,2) / (0,-3) / (-2,-2) / (6,-1) / (-3,0) / (-1,-2) / (2,0) / (4,-1) / (5,-2)",5,"(1,-4)/(1,-4)/(-2,0)/(2,1)/(3,0)/"
No3x3x3Waterloo2018,3.33,1,A,0,4,"(-3,2) / (0,3) / (0,3) / (4,-2) / (5,-4) / (-3,-2) / (0,-3) / (4,0) / (-1,0) / (-1,-5) / (-2,0) / (4,0) /",4,"(0,-4)/(0,2)/(2,1)/(6,-3)/(2,-2)"
No3x3x3Waterloo2018,3.33,1,A,0,5,"(-5,0) / (3,3) / (0,3) / (5,-4) / (3,0) / (4,-5) / (5,0) / (6,-3) / (0,-3) / (-3,0) / (6,0)",1,"(3,6)/"
No3x3x3Waterloo2018,3.33,1,A,1,1,"(0,-1) / (4,4) / (5,-1) / (-2,-5) / (0,-3) / (-3,0) / (-4,0) / (3,0) / (3,0) / (-4,0) / (-5,-4) / (-3,0) /",4,"(-5,0)/(2,-2)/(3,-2)/(3,3)/(2,-2)"
No3x3x3Waterloo2018,3.33,1,A,1,2,"(-2,0) / (2,-4) / (3,0) / (1,-2) / (-3,-3) / (6,0) / (-1,0) / (-3,-3) / (-4,-5) / (-2,0) / (0,-4) / (3,0) / (6,0)",5,"(1,0)/(1,4)/(0,-2)/(2,1)/(3,3)/"
KansaiOpen2018,3.33,c,A,0,1,"(4,0) / (-3,0) / (-1,2) / (1,-5) / (2,-1) / (0,-3) / (0,-5) / (0,-3) / (4,0) / (5,0) / (-3,-1)",3,"(3,-2)/(-3,0)/(6,3)/(2,-2)"
KansaiOpen2018,3.33,c,A,0,2,"(0,-4) / (-2,1) / (3,0) / (2,-1) / (3,-3) / (3,0) / (1,0) / (-3,-3) / (1,0) / (6,0) / (0,-2) / (-4,0) / (2,0)",4,"(-4,2)/(0,-2)/(1,-4)/(3,3)/(2,-2)"
KansaiOpen2018,3.33,c,A,0,3,"(-3,-1) / (6,3) / (-5,-2) / (2,-1) / (-3,0) / (-2,0) / (-3,0) / (5,-2) / (0,-4) / (-5,-2) / (-2,0) / (0,-2)",6,"(2,2)/(-4,1)/(2,1)/(-2,0)/(1,-4)/(3,0)/(2,-2)"
KansaiOpen2018,3.33,c,A,0,4,"(0,2) / (-2,-2) / (0,3) / (-1,-4) / (-3,0) / (4,-5) / (-1,0) / (-3,0) / (4,-3) / (2,0) / (-2,0) / (1,-4)",4,"(-1,4)/(2,0)/(1,-4)/(6,-3)/"
KansaiOpen2018,3.33,c,A,0,5,"(0,-4) / (-5,-2) / (-1,-1) / (6,-3) / (-2,0) / (-3,0) / (0,-3) / (5,0) / (2,0) / (4,-3) / (-3,0)",5,"(1,-2)/(-2,-3)/(-4,0)/(1,-4)/(6,-3)/"
KansaiOpen2018,3.33,c,A,1,1,"(1,0) / (5,2) / (-5,-2) / (3,0) / (6,0) / (-4,-4) / (0,-5) / (0,-3) / (-3,-3) / (3,0) / (-5,0) / (-2,0)",3,"(2,0)/(2,-3)/(3,3)/"
KansaiOpen2018,3.33,c,A,1,2,"(-2,0) / (-3,-3) / (-1,-1) / (3,0) / (-3,-3) / (3,0) / (-2,0) / (3,-3) / (-3,0) / (3,-2) / (2,0) / (6,-2)",3,"(0,-4)/(-4,1)/(3,0)/"
CCP2018,3.33,f,A,0,1,"(-2,3) / (-3,3) / (5,-4) / (0,-3) / (3,0) / (0,-3) / (1,0) / (-3,-3) / (-1,-3) / (0,-5) / (6,-3) / (0,-4)",3,"(2,-2)/(3,-2)/(3,3)/(2,-2)"
CCP2018,3.33,f,A,0,2,"(-3,-4) / (-2,1) / (-4,-1) / (0,-3) / (-5,-2) / (6,-1) / (0,-3) / (3,-2) / (2,0) / (2,0) / (4,-2) / (-3,0)",4,"(-1,2)/(0,4)/(1,-4)/(6,-3)/"
CCP2018,3.33,f,A,0,3,"(-5,0) / (-3,0) / (0,3) / (-4,-4) / (-3,-3) / (-5,-2) / (5,0) / (-3,0) / (0,-3) / (0,-3) / (6,0) / (-4,0)",3,"(1,-3)/(-3,0)/(3,6)/"
CCP2018,3.33,f,A,0,4,"(0,-1) / (-2,4) / (-4,-1) / (-2,-5) / (2,0) / (0,-3) / (-2,-3) / (0,-2) / (2,0) / (0,-4) / (0,-1) / (1,0) / (-3,-3)",6,"(3,2)/(0,2)/(0,-2)/(2,-2)/(-3,-2)/(6,3)/(2,-2)"
CCP2018,3.33,f,A,0,5,"(0,-1) / (4,1) / (0,3) / (-3,0) / (-4,-4) / (-5,0) / (0,-3) / (0,-2) / (3,0) / (5,0) / (2,0) / (6,-2)",4,"(0,-4)/(0,-2)/(1,-4)/(6,-3)/"
CCP2018,3.33,f,A,1,1,"(4,3) / (-3,0) / (-3,0) / (-1,-1) / (-3,-3) / (4,0) / (0,-3) / (3,0) / (-2,0) / (6,0) / (0,-2) / (0,-1) / (3,-4) /",6,"(4,-1)/(2,-1)/(1,0)/(-2,0)/(2,1)/(3,3)/"
CCP2018,3.33,f,A,1,2,"(0,2) / (0,-3) / (-3,0) / (3,0) / (4,-5) / (3,0) / (-1,0) / (-3,0) / (-2,0) / (6,-1) / (3,0) /",3,"(2,-3)/(1,0)/(3,0)/(2,-2)"
SantaTeclaCuboDesafio2018,3.33,c,E,0,1,"(0,2) / (6,-3) / (-5,4) / (3,-3) / (3,0) / (-4,0) / (0,-3) / (-2,-1) / (-3,0) / (0,-4) / (0,-2) / (-5,-4) / (0,-2)",6,"(1,-2)/(-2,3)/(2,0)/(2,-2)/(2,3)/(3,0)/"
SantaTeclaCuboDesafio2018,3.33,c,E,0,2,"(-2,0) / (3,6) / (-3,0) / (6,0) / (-1,-4) / (-2,0) / (-3,0) / (0,-3) / (5,-3) / (-5,0) / (4,0) / (-5,0)",4,"(5,0)/(2,-3)/(1,2)/(3,0)/(2,-2)"
SantaTeclaCuboDesafio2018,3.33,c,E,0,3,"(6,5) / (-3,6) / (-3,0) / (-2,-5) / (3,-3) / (-3,-4) / (-3,-3) / (1,0) / (-4,0) / (2,0) / (0,-4) /",4,"(0,4)/(-2,0)/(1,-4)/(3,3)/(2,-2)"
SantaTeclaCuboDesafio2018,3.33,c,E,0,4,"(-2,0) / (-1,5) / (0,-3) / (3,0) / (0,-3) / (1,-5) / (2,-3) / (0,-3) / (0,-1) / (4,-4) / (-4,0) / (2,0) / (0,-2)",5,"(4,0)/(2,-2)/(4,0)/(1,-4)/(3,0)/(2,-2)"
SantaTeclaCuboDesafio2018,3.33,c,E,0,5,"(0,-4) / (0,-3) / (4,4) / (-1,-4) / (0,-3) / (6,-3) / (0,-2) / (6,0) / (0,-3) / (3,-5) / (-1,0)",2,"(-3,0)/(3,0)/"
SantaTeclaCuboDesafio2018,3.33,c,E,1,1,"(-3,2) / (-2,4) / (3,0) / (0,-3) / (2,-1) / (-3,-2) / (-3,-3) / (3,0) / (3,0) / (-3,-3) /",0,"(2,-2)"
SantaTeclaCuboDesafio2018,3.33,c,E,1,2,"(3,-4) / (4,1) / (0,-3) / (-4,-4) / (6,-3) / (3,-2) / (-3,0) / (6,-1) / (6,-2) / (2,-3) / (0,-3)",4,"(0,3)/(-2,3)/(1,2)/(3,0)/(2,-2)"
QuanzhouSideEvent2017,3.33,d,B,0,1,"(-5,0) / (-3,0) / (5,2) / (4,-5) / (2,-1) / (6,-5) / (3,0) / (-5,-4)",2,"(2,1)/(6,-3)/(2,-2)"
QuanzhouSideEvent2017,3.33,d,B,0,2,"(0,2) / (-5,-2) / (3,0) / (-3,0) / (5,-1) / (-3,0) / (1,0) / (0,-3) / (-1,-2) / (-3,-2) / (-2,0) / (6,0) / (-3,0) /",5,"(-4,2)/(-3,-2)/(-3,2)/(1,2)/(6,-3)/"
QuanzhouSideEvent2017,3.33,d,B,0,3,"(4,3) / (0,3) / (0,-3) / (-4,-1) / (0,-3) / (6,0) / (-3,-2) / (0,-3) / (-2,-3) / (-3,-4) / (2,-4) / (1,0) /",5,"(2,-3)/(-3,-2)/(4,0)/(1,-4)/(3,0)/(2,-2)"
QuanzhouSideEvent2017,3.33,d,B,0,4,"(3,-1) / (4,-5) / (-1,-1) / (0,-3) / (-3,0) / (3,0) / (0,-2) / (3,0) / (-5,0) / (3,-4) / (-3,0) / (0,-3)",2,"(3,0)/(3,3)/"
QuanzhouSideEvent2017,3.33,d,B,0,5,"(0,2) / (1,-5) / (5,-4) / (4,-5) / (2,0) / (3,0) / (-3,-4) / (3,0) / (-2,0) / (3,-4) / (4,0)",4,"(-4,0)/(3,-2)/(1,2)/(6,-3)/"
QuanzhouSideEvent2017,3.33,d,B,1,1,"(4,0) / (-4,-1) / (-3,-3) / (-5,-2) / (6,0) / (-4,-3) / (3,0) / (0,-3) / (5,-5) / (-2,0) / (6,-4) / (0,-4)",5,"(-2,-2)/(4,2)/(4,0)/(-4,1)/(3,0)/"
QuanzhouSideEvent2017,3.33,d,B,1,2,"(-2,0) / (3,6) / (-1,-4) / (-3,0) / (-5,-2) / (2,0) / (-3,-3) / (-2,-1) / (-2,-4) / (-2,-2) / (2,0) /",4,"(0,2)/(0,4)/(2,1)/(3,3)/"
BASC82016,3.33,d,B,0,1,"(3,2) / (1,-5) / (0,-3) / (3,0) / (-3,0) / (0,-3) / (-1,0) / (-3,-3) / (6,-5) / (0,-2) / (-4,-2) / (0,-5) /",5,"(-3,0)/(2,1)/(0,-2)/(1,2)/(6,-3)/"
BASC82016,3.33,d,B,0,2,"(-3,5) / (4,1) / (-1,-4) / (-3,0) / (0,-3) / (0,-3) / (0,-2) / (6,0) / (3,-3) / (-3,0) / (-5,-5) /",2,"(2,-1)/(3,3)/"
BASC82016,3.33,d,B,0,3,"(1,0) / (0,3) / (5,-1) / (3,-3) / (0,-3) / (6,0) / (-2,0) / (-3,-3) / (-1,-2) / (-2,0) / (-5,-4) / (-3,0) /",5,"(1,-4)/(-4,0)/(2,-2)/(2,3)/(3,0)/"
BASC82016,3.33,d,B,0,4,"(4,0) / (3,-3) / (0,-3) / (-4,-1) / (3,0) / (-3,-3) / (1,0) / (3,0) / (0,-5) / (0,-1) / (-2,-3) / (5,-4) /",2,"(1,-3)/(6,-3)/"
BASC82016,3.33,d,B,0,5,"(-3,5) / (0,3) / (-3,-3) / (1,-5) / (0,-3) / (0,-3) / (-1,0) / (3,0) / (0,-4) / (-3,0) / (0,-4) / (0,-5) / (-5,0)",4,"(2,0)/(2,0)/(1,2)/(3,0)/(2,-2)"
BASC82016,3.33,d,B,1,1,"(-2,-3) / (0,6) / (3,0) / (3,0) / (0,-3) / (0,-3) / (0,-4) / (-3,-3) / (1,0) / (2,0) / (4,-2) / (-2,-2) / (6,0)",4,"(4,2)/(4,-2)/(2,1)/(3,3)/"
BASC82016,3.33,d,B,1,2,"(0,5) / (3,3) / (-3,0) / (-2,-5) / (-3,-3) / (0,-3) / (-1,0) / (6,-3) / (3,-5) / (0,-1) / (-4,0) / (0,-3)",4,"(0,3)/(4,0)/(-4,1)/(3,0)/"
UralAutumn2015,3.33,f,B,0,1,"(0,-1) / (3,-3) / (1,4) / (2,-1) / (1,-5) / (6,-1) / (3,0) / (-3,0) / (-1,0) /",2,"(-3,1)/(3,0)/"
UralAutumn2015,3.33,f,B,0,2,"(0,-1) / (4,-5) / (-4,2) / (4,-5) / (0,-3) / (-3,0) / (2,0) / (3,0) / (-5,-3) / (3,-1) / (0,-4) / (0,-1) / (0,-4)",5,"(2,2)/(1,0)/(-2,3)/(2,1)/(3,0)/"
UralAutumn2015,3.33,f,B,0,3,"(-2,0) / (-3,0) / (0,-3) / (3,0) / (0,-3) / (-4,-1) / (-2,0) / (-3,-3) / (-5,0) / (0,-4) / (-2,0) / (2,-3) / (4,-5)",5,"(2,-1)/(-1,-2)/(2,-2)/(3,2)/(3,3)/(2,-2)"
UralAutumn2015,3.33,f,B,0,4,"(0,-1) / (0,-3) / (3,-3) / (1,-5) / (3,0) / (-3,0) / (-1,-3) / (-3,0) / (0,-3) / (3,0) / (1,-1) / (4,0) / (-3,0)",4,"(3,0)/(-4,0)/(2,1)/(3,0)/"
UralAutumn2015,3.33,f,B,0,5,"(-5,0) / (3,0) / (2,5) / (3,0) / (-3,0) / (6,0) / (0,-3) / (-2,0) / (-3,0) / (6,-2) / (-1,0) / (-5,-3)",2,"(2,3)/(3,0)/"
UralAutumn2015,3.33,f,B,1,1,"(0,2) / (-3,0) / (3,0) / (0,-3) / (1,-2) / (3,0) / (5,0) / (-3,0) / (0,-1) / (-4,0) / (4,0) / (5,0) / (2,-5) / (6,0) /",6,"(6,0)/(4,0)/(-3,2)/(-2,0)/(2,1)/(3,0)/"
UralAutumn2015,3.33,f,B,1,2,"(1,0) / (3,0) / (3,-3) / (-4,-1) / (-3,0) / (-3,-3) / (0,-5) / (3,0) / (1,0) / (-4,-3) / (2,-3) / (0,-5) / (4,0)",4,"(2,-1)/(0,4)/(-4,1)/(6,-3)/(2,-2)"
DanishSmallCubeOpen2015,3.33,f,B,0,1,"(0,-1) / (-3,-3) / (-2,1) / (3,-3) / (5,-4) / (6,-2) / (3,0) / (1,-4) / (-2,-4) / (4,-1) / (-4,0)",5,"(2,-2)/(-4,2)/(2,0)/(2,1)/(3,3)/"
DanishSmallCubeOpen2015,3.33,f,B,0,2,"(-2,0) / (3,0) / (-4,5) / (-2,-5) / (2,-1) / (1,0) / (-3,0) / (-1,-3) / (0,-5) / (-4,0) / (0,-4) / (4,0) / (-5,0)",5,"(2,0)/(-1,4)/(4,0)/(1,-4)/(3,0)/(2,-2)"
DanishSmallCubeOpen2015,3.33,f,B,0,3,"(1,0) / (3,0) / (-1,-4) / (-5,-5) / (-3,0) / (3,0) / (5,0) / (6,-3) / (0,-3) / (-4,0) / (0,-3) / (-5,0) /",2,"(3,-3)/(6,-3)/"
DanishSmallCubeOpen2015,3.33,f,B,0,4,"(0,5) / (3,0) / (6,0) / (4,-5) / (-4,0) / (3,0) / (1,0) / (4,0) / (2,0) / (-2,0) /",4,"(0,-4)/(0,-2)/(-4,1)/(6,-3)/(2,-2)"
DanishSmallCubeOpen2015,3.33,f,B,0,5,"(0,5) / (-2,1) / (5,-1) / (3,0) / (-5,-2) / (3,0) / (0,-4) / (0,-3) / (-1,0) / (1,-2) / (-3,-4) /",1,"(3,0)/(2,-2)"
DanishSmallCubeOpen2015,3.33,f,B,1,1,"(0,-1) / (-3,0) / (3,3) / (1,-2) / (-1,-3) / (3,0) / (0,-4) / (1,0) / (6,-4) / (0,-1) / (0,-2) / (-2,0) / (0,-2)",6,"(3,-2)/(0,-4)/(0,1)/(3,-2)/(1,2)/(6,-3)/"
DanishSmallCubeOpen2015,3.33,f,B,1,2,"(0,2) / (1,1) / (3,0) / (0,-3) / (2,-1) / (-2,-5) / (0,-4) / (0,-3) / (0,-3) / (0,-1) / (2,0) / (-3,0)",4,"(-5,0)/(-4,0)/(-4,1)/(6,-3)/(2,-2)"
PinoyOlympics2015,3.33,f,A,0,1,"(0,-4) / (-3,0) / (0,3) / (4,-5) / (3,0) / (3,0) / (-1,-3) / (-3,0) / (3,-3) / (0,-3) / (-3,-4)",2,"(3,1)/(6,-3)/(2,-2)"
PinoyOlympics2015,3.33,f,A,0,2,"(-5,0) / (0,-3) / (2,2) / (4,-5) / (-3,0) / (-3,-4) / (-3,0) / (-1,0) / (2,0) / (0,-2) / (4,0) / (0,-4) / (6,0) / (0,-2)",6,"(1,0)/(2,2)/(1,-4)/(-2,-2)/(2,1)/(3,3)/"
PinoyOlympics2015,3.33,f,A,0,3,"(4,0) / (5,-4) / (-5,-2) / (3,0) / (6,-3) / (-1,0) / (3,0) / (1,-4) / (0,-4) / (4,0) / (0,-2) / (2,0) / (6,-4)",5,"(-2,-2)/(0,4)/(-4,0)/(-4,1)/(6,-3)/(2,-2)"
PinoyOlympics2015,3.33,f,A,0,4,"(0,5) / (1,4) / (5,-4) / (-3,0) / (1,-5) / (3,0) / (-4,0) / (0,-3) / (4,0) / (-4,-1) / (4,0)",3,"(2,0)/(-3,-2)/(6,3)/(2,-2)"
PinoyOlympics2015,3.33,f,A,0,5,"(0,-4) / (0,-3) / (-2,4) / (2,-4) / (-3,0) / (3,-5) / (3,0) / (-3,0) / (3,-3)",2,"(-3,0)/(6,-3)/(2,-2)"
PinoyOlympics2015,3.33,f,A,1,1,"(-2,3) / (-1,-4) / (-2,-2) / (0,-3) / (6,0) / (-1,0) / (-3,0) / (-2,-1) / (-2,-3) / (0,-2) / (-2,0) / (0,-1) / (6,0)",6,"(1,-1)/(2,1)/(2,0)/(2,3)/(1,2)/(3,0)/(2,-2)"
PinoyOlympics2015,3.33,f,A,1,2,"(-3,5) / (1,1) / (-3,0) / (5,-1) / (-5,-2) / (-4,0) / (6,-3) / (-4,-3) / (4,0) / (-2,0) / (-4,-3) / (-2,0)",5,"(3,-2)/(0,-4)/(3,2)/(2,1)/(6,-3)/(2,-2)"
