competition_id,round_type_id,group_id,is_extra,scramble_num,scramble,optimal_movecount,optimal_solution
BogorRevival2025,1,C,0,5,U' F R2 U2 R' U' R F U' R U2,11, F U F' U' R U R' U2 F2 U F2
JoinvilleOpenbyMueller2025,d,A,1,1,U' R U' F' R2 U2 F' U' F R2 F',11, F U2 F U2 F2 R U' F' U R' F
NovaPlazaFacatativaII2025,f,A,0,3,U' R' U' F2 U R' U2 F U2 F' U2,11, F U2 F R' F2 U2 F' R F U2 F
VolosWildOpen2025,d,B,0,3,R' U2 R F U' R2 F U R' U R,11, F U F U2 F R' U' F U' F2 U'
ChattogramCubeOpen2025,1,C,1,2,U' R' U R F' U' R2 U2 F2 U' R,11, F U2 F2 U' R' U F' R F' U F2
BeniciaOpen2025,1,A,1,1,U' R2 U' F U' F' U2 R2 U' F' R2,11, F U' F R F2 U' F' U R2 U' F'
SwisscubingCupV2025,1,C,0,1,U R2 F U' F U' R U F' R U,11, F U R2 U2 F R' U' R U2 F U
MofunlandSpeedcubingSG2025,d,A,0,3,U' F U2 R2 F U' R U2 R U2 F',11, F U2 R' U2 R' U F' R2 U2 F' U
PeruNationals2025,1,E,0,4,F' U2 F R2 U' R' U2 R' F U R2,11, F U2 F U2 R' U' R F' U F' U
RubiksUKChampionship2025,d,C,0,3,R' F' U' F2 U2 F' R' F U' R U,11, F U R2 U R' F U F2 R' U F'
SICC2025,1,F,0,5,U R' F U2 R U2 R2 F U' R U2,11, F U2 F2 U F2 U' R2 F U' R2 U2
BoiseOneHandedBlitz2025,f,A,0,5,R U2 R2 U' R2 F' U' R2 U2 R F',11, F U2 F2 U' F U' R F' R U R2
GibraltarOpen2025,1,C,0,3,U' R' F U' F U F' R2 F' U' F,11, F U F2 R2 U F2 U F R' U R'
WC2025,2,A,0,5,R' U2 F R2 F' U R' F R' U F,11, F U F' R2 U2 R' F' R U' F U'
SwisscubingCupIV2025,1,C,0,2,R' U F' R2 U' R2 U2 F' R U' R2,11, F U2 R2 F' U' F R' U2 F2 R F
HemMariCubikOpen2025,2,A,1,1,F' U2 R U' R F U' R2 U' R' U',11, F2 U R F' U2 F R' U F R2 U2
BarbyCube2025,f,C,1,1,R' U2 F U R2 U2 R' U' R F' U',11, F2 R F' U' R' U F2 R' U F2 U'
PlazaMaderoChiaV2025,d,C,0,5,U2 R' U2 R F' U' R2 U2 F U F2,11, F U F U2 F U2 F R' U' F R2
AMRPlanetCubeOpen2025,1,A,1,1,U' R U' R2 F' R U2 R U' F' U',11, F R' F R F2 R2 U2 F' R' F U2
CreweSpring2025,f,B,0,2,R F' U2 R' U' R' U F2 U' F R,11, F U F' U R' F' U F U R2 U2
SkewbinginSchoolKennesaw2025,1,A,1,1,R' U2 F' R2 F' U' R' U' R2 U' R,11, F U F U2 R' F2 U R F2 R F'
BayankhongorOpen2025,1,D,0,3,R F U' R U2 R' F U' F U R2,11, F R' F U R2 U2 F2 R' F' U F2
UlaanbaatarNomadMazaalai2025,1,C,1,2,U' F U' R2 U' R' U' F R' U2 R,11, F U F R' F U2 F' R2 U F' U
PlazaCenterCubeLimaV2025,f,A,1,2,U R' F U2 F U2 R' F U F' R,11, F U F2 U2 F' R' F2 U F U2 R'
SofiaOpen2025,d,C,1,1,U R U2 R2 U F U' R U' R' F',11, F U' F' U' R F2 U' F2 U R' F
IrunaOpen2025,1,B,0,5,U R' U' R U R' U2 F R' U R,11, F U F' U R' U' R U F' U R2
NewCumberlandCounty2025,f,C,0,1,R U' R2 U R' U2 F U' F2 U2 R,11, F U' F2 U F' U2 R U R F' U
SoCalSuperSTEMSaturday2025,1,F,1,1,R' U' F2 U' F R' U' R2 F U' R,11, F U' R F' U2 F R2 U' R F R
SoCalSuperSTEMSaturday2025,1,C,1,1,R' F2 R U' R U' R2 F R U' F,11, F R2 F' U2 F R' U' R U2 F U2
BrisbaneNewcomers2025,1,B,0,4,U2 R' F U2 F2 U' F R2 U' R2 U,11, F R' F2 R' F U F U2 F2 U F
TrikalaOpen2025,d,B,0,3,U2 R' U' R U R' U F2 U' R2 U2,11, F R2 F' R' F R' U F2 U R' U
LAPREPucallpaSpeedcubing2025,f,B,0,5,R U' R2 U2 F' U' F U' F2 R2 U',11, F U R2 U2 R' U' R2 F R U2 F'
PlzenWinter2025,1,B,0,3,U2 R' U2 F2 R F' U' R U' R U2,11, F U F2 U R' U R' U F2 R' F
RegresoaClasesAvesMaria2025,d,E,0,1,R F' U' R' U R' U' F2 U' F U2,11, F U2 F R2 F2 U F R F' R2 F'
StartingVina2025,d,A,0,5,U2 R' U' F U2 R U' R2 U' R U,11, F U R' U2 F' U F2 U F' U' R2
Julekubing2024,1,C,0,5,R' U F' U R U R' F2 U' R2 U',11, F U F2 U' F' R2 U F' R' F2 U2
BilbaoUrteBerriOpeN2025,1,B,0,3,U' R2 F R U2 R' U' R2 U' F' U',11, F U' R2 U F U2 R' U F2 U' F'
UzbekistanNationals2024,1,C,0,4,R U2 R F' R2 U F R2 U' R' U,11, F U' F U' F2 U R2 F R' F2 R
BucharestDecemberCubing2024,f,B,0,4,U R U' R2 U2 R' F U' F R' U',11, F U R F' U F' R U2 R2 U R'
SeoulWinter2024,1,H,0,1,R F' U' R2 U' R' F U' F' U' F,11, F U F2 U2 R U' R U' R F U2
ShonanAM2024,c,D,0,2,U' R U2 R2 U R2 F' R2 F2 U' R,11, F U R U R' F2 U2 F' U2 R' U
CampeonatoBrasileiro2024,1,G,0,5,U' R' F U2 R2 F R U' R2 F R,11, F U' F' R U F2 U2 R2 U F' R
KenoshaFirstA2024,1,A,0,1,R F' U2 R2 F U R2 U' R2 F U',11, F U R U' R2 U' R F2 U F' U
TCGSpringArequipa2024,f,A,0,4,U2 R' U F' R U R' F2 U2 R2 U',11, F U F' U F' R' U2 F2 R' U F'
UnleySpring2024,f,A,0,1,R' U2 F U R' F R' F U2 F' U2,11, F U R2 F' U' R2 U' R' F2 U R
OsoCubingFestILima2024,2,B,0,3,U' F U2 F U R U2 F U' R2 U',11, F U R F U' R2 F2 R' U2 F' U
BergenFall2024,1,A,0,5,R' U2 F' R U' R U R F' U2 F,11, F U R' U R F R' F2 R U' F2
DavisFall2024,1,B,0,5,U2 F R U R' F2 U2 R U2 R' F,11, F2 U R2 U' F2 R F' R2 F U R'
GaridechOpen2024,2,A,0,5,U' R F' R' U R' U' F R U' R2,11, F U R U2 R2 F2 R' U' F U' F
GACuberJacketsFall2024,1,B,1,1,R U2 R' F R' U' F R U' R U',11, F U F' R F R2 F U' F2 R2 U
KCKC6CubingforCake2024,1,A,0,3,R' F U2 R2 U' R' U2 R' F2 U F,11, F R U2 F' R2 F' R U' R2 F2 R
50YearsPhilippines2024,1,B,1,2,R' F U2 F' R' F U' F U' R2 F',11, F U2 F2 R2 U' R F U' R U' R2
QuabbiNxNFall2024,1,A,0,1,U R' U2 R U' F U' F2 R2 U2 R',11, F U F2 U R F' R U R F2 U'
UtahCubingwithCulture2024,1,B,1,2,R U' R2 U' F' R F U' R U' R,11, F R F' U F R' U2 F R' U R'
ColegioSalesianoOpen2024,c,B,1,2,U' F' R' U F' R' U R' U2 R2 U',11, F U R F' U R F' R F2 R2 F
PopayanalCubo2024,f,B,0,2,U2 R F U' R U' F' U2 R U' R,11, F U' F2 U F U2 R2 F2 U F' R'
ChillinginToowoomba2024,1,B,0,4,U' R U' F' R2 U2 F' U' F R2 F',11, F U2 F U2 F2 R U' F' U R' F
BegastriOpen2024,1,B,0,4,U R' F2 U2 R U R F' U2 R2 F,11, F U2 F2 U' F U' F2 R U' F' R2
NemoconCundinamarca2024,f,B,1,1,F U2 F R' U' F U' F2 R2 U' F',11, F U R2 F2 U F' U R F' U2 F'
DarmstadtDodecahedronDays2024,1,C,0,4,U R' U' R' U2 F R2 U' F' R2 F',11, F U F U' F2 R F' U2 R2 F U'
DarmstadtDodecahedronDays2024,1,B,0,2,U' R U2 R2 F' U' R U' R F' U,11, F U2 F U' F U' R' F2 R' F2 U2
ValenzuelaCubingOpen2024,c,C,0,5,R2 F U2 F U' F U R U' R' U,11, F U R2 U R' F R2 U' F R F'
ZmigrodOpen2024,f,A,1,1,R F' R2 U2 F' R U R U2 R2 U',11, F2 U R' U2 F' R F R' U F2 R2
KyivSideEventsJune2024,f,A,0,5,U' R' U' R2 U2 R' U' R' F U2 F,11, F R F R2 F2 R F R U' F2 U'
AlbaceteAgoraOpen2024,f,A,1,1,U2 R' U F' U2 F' U R' F R U2,11, F R2 F2 R F2 R2 U2 R' F2 R2 U
GajahMadaSpeedcubing2024,d,B,0,1,R' U' R F2 U2 F' U' R' F R U',11, F U' R F2 R2 U' R U' F' R U
HEMMariCubikOpen2024,2,B,0,4,U' R U2 R2 F' U' F U2 F' U2 R,11, F U2 F' R U' R F2 U' F' U R'
KensingtonMaySunday2024,1,D,0,4,U2 R' F R F' R2 U2 R U2 R U2,11, F U F2 U F' R U2 R U2 F R
CrevalcorealCubo2024,f,B,0,4,U R' U F U2 R' F U' R U2 R',11, F U R2 U' F U2 F R2 F2 U' F
Romanian24hChampionship2024,1,C,0,1,U' R U' R2 F U2 R' F U2 F' R,11, F U2 F' R F' U' F R U2 R U2
50andCountingIreland2024,1,B,1,1,R' U2 F U' R U' R2 U F' U' R,11, F U F' U R U R' F2 R F' U2
ImusUnderSeven2024,f,A,0,2,R U' R' U R' F2 R2 U2 R' F' R,11, F U2 R F' U' F' U' R2 U' F' R2
LinghemOpen2024,2,B,0,4,U' R' U R F' U' R2 U2 F2 U' R,11, F U2 F2 U' R' U F' R F' U F2
NYUWinter2024,2,B,1,1,U2 R U2 R2 F' U' F R' U2 R U,11, F U R U' F2 U R' U R' U2 F'
TramshedsINewcomerSat2024,1,F,0,2,R' U2 F R2 U' R' F R' F U' F,11, F U' F R2 F' U R2 F' U2 F U2
ParadiseParkNxNxN2024,1,B,0,4,R F' U2 R2 F' U2 F' R U R U2,11, F U2 R F2 R' U R' U F' R' F
ViennaFasching2024,1,B,0,3,U F U' F U' R U2 R U' F R',11, F R2 F2 R U2 R2 F2 R F2 R2 U'
ChorzowOpen2024,2,C,1,1,R' F U' R2 F' U R F U2 F U2,11, F U F R2 F R' U' R F' R2 F2
BoliviaCubingTourSCZ2024,f,A,0,4,U R' U2 F R U2 R U2 R F' U2,11, F2 U F' U2 R' U R F' R U2 F2
IguatemiFortaleza2024,1,D,1,1,R F' R' F' U R' U' R2 U' R' U2,11, F R2 U R2 U' F R' F R' U' F'
AvenidaChileVIFourRounds2023,1,D,0,5,U R F' U2 F' R2 U R' F' R U',11, F U F U2 R2 U R U' F2 R2 U
SerbianOpen2023,2,B,0,5,U R' F' R2 F' R2 F R U2 F U',11, F U F' R F' R2 U2 R F R F2
KjellerOpen2023,f,A,0,3,R U' R2 F2 U' R F U R2 U2 R',11, F U F' U' F2 R' F' R F2 U' F'
RealCubeIILima2023,2,D,0,2,F R U' R U2 F' U' R U' R2 U2,11, F U2 R' U F' R F2 R F R' F2
TheLastFrontierFall2023,1,C,0,2,R' F' R U2 R U R F' R2 U' F,11, F U F2 U' F2 R2 U R U' R F2
KoelnerKubing2023,f,A,0,1,R U2 R' F R' U' F R U' R U',11, F U F' R F R2 F U' F2 R2 U
BasauriOpen2023,2,A,0,5,R U2 R' U' R F' R' F R2 F U,11, F U' R U' R2 U F2 R' F R U
LithuanianNationals2023,2,A,1,1,R F' U2 R2 F' U2 F' R U R U2,11, F U2 R F2 R' U R' U F' R' F
MeathAutumn2023,2,B,1,1,U R' F R2 U2 R' U2 R' F U2 F',11, F U2 F' R U2 R U2 R2 F' R U'
TridentumOpen2023,2,B,0,5,R' U R U' R F' U2 R2 F U' F,11, F U2 F' U R F U' F U' R2 F
SouthAustralianOpen2023,1,D,0,3,U' R' F2 R2 F' U' R' U R2 U F',11, F U' R2 U' R U F R2 F2 R U
WAOpen2023,1,E,1,2,R' F R2 U R' F' U' F2 U' F R,11, F U2 F' U2 R2 F' R U F' U2 F
SlovenianNationals2023,2,C,0,1,R2 U' R2 F U' R' F U' R U' R,11, F U R' F' U F' R' U R2 F' R2
BegastriOpen2023,1,A,1,1,R U2 R2 U' F R2 U' R2 U F2 R',11, F U R2 F2 U' F' R U' R F2 R
RockyJerusalem2023,f,A,0,3,U2 R U' R2 F' R U2 R U' R2 U',11, F U2 F2 R' U F' U' R F R' F
NorthHighlandsSummer2023,d,C,0,2,U R U2 R' U R F' U' R2 F' R,11, F U' R2 U F' R F' U2 F' U F'
GeelongWinter2023,2,B,1,1,U F R' U2 R U R' U F' R U2,11, F U F' U F' R' U2 F' R2 F' R'
SiouxCitySunday2023,2,A,0,4,U2 R' U' R U' R2 U' R2 F2 U' R,11, F U' F' U2 F R F2 U' F2 U R2
WillimiehenKuutiopaivat2023,2,A,0,5,R' U2 R U' R' F R2 U2 R' U2 R',11, F U2 F' U F R' F2 U2 F U2 F
Capitanejo2023,d,A,0,4,U R' F' R U2 R' U R' F R2 U',11, F U F R2 U2 R U R' U2 R' F2
BucharestSummerCubesA2023,1,C,0,3,R' F' U' F R' U2 R U' R U' R2,11, F R2 F R F2 R2 F' U R2 F' R'
AnkaraJuly2023,f,A,0,3,U2 R' U2 F' R U R' F2 U2 F R,11, F U R2 U F2 U' F2 U F' R' F2
AnkaraJuly2023,2,A,0,4,U' R2 U' F' R2 U' R U2 R' F' R2,11, F R F' R2 F' U' F2 U F' R2 F2
ViljandiVark2023,1,B,0,2,F R U2 R F' R2 F U2 F' R U',11, F2 U F2 R2 U2 R' F R' F U2 F'
BucharestCubingA2023,f,B,0,5,U2 R' F R2 U' R' F R2 F R U2,11, F U F R' F2 U F R' F R2 F
BASC47BerkeleyPride2023,2,B,0,2,R' F R2 U' R' U R' U2 F U F,11, F U F' R' F2 R' U2 R F' U' F'
SouthernUtahSummer2023,1,A,1,1,U2 R' U R' U' R2 U2 R' F R U',11, F U' R F2 R F' R F' U' F2 R2
CebuSummerOpen2023,f,B,0,4,R' U R U' R F' U2 R2 F U' F,11, F U2 F' U R F U' F U' R2 F
WelcometoOlympia2023,1,B,0,5,R F' R' U2 R' U2 F' U' R U' R,11, F U2 F R' F2 U R F R2 U' F2
SSLIVFlen2023,f,A,1,1,R' U' R2 F R2 F U' F R2 U2 R',11, F U F2 R' F2 R' U R' F2 U2 F
IgnatianOpen2023,1,F,0,5,U R' F R' F U' F R2 U' R2 F,11, F U2 F' R F' R U2 R2 F2 U' F'
DiTellaOpen2023,1,C,0,3,U R' U R' F U2 R U' R' F' U2,11, F U2 F' U R U F' R2 U F' R'
ViraCup2023,f,A,0,4,R' U' R F2 R2 U' R U' R2 U' R2,11, F U R F' R2 U2 R U F2 U F2
SantValentiParets2023,1,C,0,1,R' U' F' R2 F' U' R2 U F R2 U',11, F U2 F' U2 F R' U F' U2 F U
SolvinginShreveport2023,1,E,0,1,R F' U2 F' R2 F' U' F' R U' R',11, F U F2 U' R U2 R F2 R2 U' R
UNIVROpen2023,1,C,0,2,R' F U2 F' R' F U' F U' R2 F',11, F U2 F2 R2 U' R F U' R U' R2
ElCarmendeViboral2023,f,A,1,1,U R' F' U' F2 R U' R' F U' R,11, F U F U2 R2 U' R' F2 R' F2 R2
IndonesiaMasters2023,f,B,0,1,U R2 U' R2 F R U2 R2 U' R' U2,11, F U2 F' R2 U R F2 R2 F' R' F2
SeeYouNextYearIstanbul2023,f,A,0,3,R F' R2 F' U F U' R2 U2 R' F,11, F U F2 U2 F' R' F2 U R2 U' R2
U24OpenNovember2022,f,B,0,5,U' R U2 R2 U F' U' R2 U2 R' U,11, F R U R' F2 R F' R U' R2 F
BucaramangaCultural2022,1,B,1,1,R U' R2 F R U R' F U' F2 R,11, F U F2 U R' U' R U' F2 R U'
BurkeMountainCubing2022,1,C,1,2,R U2 F' U' R U' R2 U2 F U R,11, F U' R U2 R2 F' R F' U' F U2
BuenosAiresCubea2022,d,E,1,1,U R2 F' U' R U' R' U' F R2 F,11, F R2 F2 U' R' F U' R2 U F' U2
DanaMallBahrainOpen2022,1,A,0,4,F R' U' F U' F U' F U' F U',11, F U R2 U2 R' F R2 U' F2 U R
KewbzUKChampionship2022,d,D,1,1,R' F' R2 F' R2 F' U' R' F U' R,11, F U F U' F2 U R' F R' U2 F
LakeCubingSzczecinek2022,2,A,0,5,U' F2 R U' R' U' F2 U' R U R,11, F U R F' U2 R' F U' R' F U2
AustralianNationals2022,2,A,0,4,U R' F U2 R' F U' F2 R2 U2 F',11, F U2 R2 F2 U F' R U2 F' R U'
GettothePoint2022,1,A,1,2,R U2 R' U2 R' U F R2 U2 F' R,11, F U R2 F' R' F R F2 U2 R2 F'
YJMalaysiaCubeOpen2022,1,C,0,1,U2 R' U' R2 U' R F' U2 F' U2 R',11, F2 U2 F' U F2 R' U' F' R2 U R
FrenchChampionship2022,2,A,1,1,U2 R' U' F U' R F U' F U2 F2,11, F U2 F2 R' U R' U2 R' F' R F'
CubinginBeverly2022,f,A,1,1,U R2 U' F R2 U' R' U' R' F U,11, F U2 R' F' U2 F R2 U' R F U2
EdukentWeekend2022,f,A,0,3,R U2 R2 U' F2 U R U' R2 F U',11, F U2 F U2 F2 R U R F' R2 F'
CubingReturnsBengaluru2022,1,H,0,2,R U' F' R F' R2 F U' R F R2,11, F U F U' R2 F2 R F' R' F2 R2
CubinginCraig2022,1,A,0,4,U R' U' R' U2 F U' F' U2 F' U',11, F U2 F' R' U' F R2 F U2 F' U2
KubiatEsther2022,2,A,1,2,R' F R' U2 R U' R2 F U2 F' R2,11, F U2 F U F2 U R' F' U2 R2 F'
UralWinter2022,f,A,0,3,U R' F' R2 F R U2 R U2 R' U2,11, F U R U' F U' F R2 F' R2 U
LittleVillageOpen2022,f,A,0,2,R' U2 F R U2 R' F' U2 F' R' U',11, F U' F2 U F U2 R' U R2 U' F'
GuayaquilResist2021,1,D,1,2,R' F' R2 U R' F R2 U' R' U2 R2,11, F U F2 U F' U F2 R' U R U'
DragonCubing2021,1,A,1,1,R U' R2 F U' R F U2 F R2 U2,11, F U2 F R2 U2 F' U R' F2 U2 R2
CobbCubesComeback2B2021,1,B,1,2,R' U2 F U' R U' R2 U F' U' R,11, F U F' U R U R' F2 R F' U2
EmpireStateSummerB2021,f,A,0,4,R' U' F' U2 R U' R' U F' R U,11, F U F R' U2 R F' R' F2 R2 U'
XuzhouOpenAM2021,f,A,1,2,R F' U2 R' U' R' U F2 U' F R,11, F U F' U R' F' U F U R2 U2
ShenzhenGoodAfternoon2020,f,A,0,1,R' U' R U F' U' R2 F2 U2 F U',11, F U F R U' R2 U F' U F' U'
LonelyDenmark2020,f,B,0,4,R U' R2 U F2 R2 U' R U' F' R2,11, F U2 R' U' R2 U F2 R' F R F2
SwisscubingCupII2020,1,A,1,2,R' U' F' U R2 U' F U' F U2 R,11, F U' R' U F2 U F R' U' R2 F
FlatasenOpen2020,2,A,0,3,U' R U2 R' U F' U' F U R' U2,11, F U F2 U' F' R2 U F' U F U'
DoncasterOpen2020,f,A,0,5,U' R' U' F R2 U' R F U' F U2,11, F U F' R F R U2 F2 U R2 F2
ScrantonScramble2020,1,C,1,2,R' F2 R U R' U2 F R U R' U2,11, F U F' U2 R U' R' F' U2 F2 R
PerfectVisionProvo2020,1,A,0,5,U2 F R2 F' R2 U F' U2 F U' F,11, F U F' U2 R' F U R' U2 F2 R2
PakistanWinter2019,c,A,0,1,R' U F R' U2 R2 U' R' U R' U2,11, F2 U' F2 U F' R U' F2 U' F U'
CebuSpeedcubingYearEnd2019,f,A,1,1,U R2 F' U' R U' R' U' F R2 F,11, F R2 F2 U' R' F U' R2 U F' U2
GuateMayaOpen2019,1,C,0,4,R' F2 U F' U' R U' R U2 R U',11, F U F2 U' R' U2 F U' R' U2 F2
CCCQualificationMurmansk2019,1,B,0,1,U F U2 F U2 R2 F R' U' F U2,11, F U F2 R' U R' F2 U R U2 R2
Hawaii2019,f,A,1,1,R' U' R U' R' U2 R' F' U' R2 U',11, F2 U R' U F' R' F R2 F U F'
CityofJoyOpen2019,1,B,0,1,R U' R U2 F' R' U R' U' F2 R,11, F U2 R2 U R U2 R U F2 U' F
KubekingsVillanuevaOpen2019,2,B,0,2,F' R U2 R' F R2 U' F' R' U2 R',11, F U' R U' F2 U R2 F R' U2 R
DaeguAutumnOpen2019,f,E,1,2,U2 R' F2 U2 R U R' U F' U2 F',11, F U2 F U' R U' R' F2 R' U2 F2
BayAreaSpeedcubin202019,f,A,1,1,R' F U' R2 U R U2 R' F U' R2,11, F R' U2 R' F U R F2 R2 F U
PauOpenFastnCuber2019,2,A,1,2,R' F2 R U2 R U2 R' U R' F R,11, F U F U R' U2 R F' U F' R'
1stJorhatOpen2019,1,C,1,2,U2 R' F' U2 F U' F R' U2 R U,11, F R F2 R2 U' R F' R' U R2 F'
UPMOpen2019,2,A,0,2,R' U' F U' F' U2 F' R U R U2,11, F U2 F' R' U' F' R2 U R2 U' F2
DutchNationals2019,1,B,0,1,U F U' F R U R' U2 F R U',11, F U F' U2 R F U F2 R' F R2
YongjunJakartaSpeedcubing2019,1,F,1,1,R U2 R' F U F U' F R' U2 F,11, F U R F' R2 F R' U R' F2 U
CityCentreSharjahOpen2019,f,A,0,2,R U2 F' R' U R F' U2 R2 U' F,11, F U F2 U2 F' U F2 R U2 R2 U'
IbarraOpen2019,1,C,1,1,R' F R' U R2 U' R2 F U' F' U',11, F R F' U R' U F2 U2 F U' R'
PreNacionalesArequipa2019,1,B,1,2,U' R U2 F' U' R2 U' F2 U' F U2,11, F U R2 F' R F R2 U F U' R'
LosAngelesalCubo2019,f,C,0,2,R U R F' R2 U2 R U R F' U2,11, F U F2 R F' U' F2 U' R2 F R'
MassachusettsChampionship2019,f,A,0,3,R' F R' U' F U2 R2 U' F U2 F,11, F U F U2 R U2 R2 U F' U2 R2
UnifranzSantaCruz2019,f,A,0,4,U' F2 R U R' F U' R U2 R' F',11, F U R2 U2 F2 R' F' U F' U R2
SantaFeInvierno2019,1,A,0,4,R' F' U' F U2 F U' R2 F' U R',11, F R' F2 U F2 U' F' R2 U2 F U'
BayAreaSpeedcubin172019,1,D,0,2,R' F U R' F' U R U2 R' U R',11, F U F U' F U2 R' U2 R F U2
HangzhouOpen2019,2,A,0,4,F R' U' F U' F U' F U' F U',11, F U R2 U2 R' F R2 U' F2 U R
PotosiAutumn2019,1,A,0,4,R U' R2 F' U2 F R' U2 F U' R,11, F U' F' R' U2 F U F U' R' U
ZhytomyrCubeBattle2019,f,A,0,1,U' R' F U2 R' U' R2 U' R2 U2 F',11, F U2 F2 R2 F U' F2 R U F2 R2
GuiyangOpen2019,2,D,0,4,U' R U2 F' R' U R' U R2 U R,11, F R2 U R2 U' F R' F R' U' F
CCPAOpen2019,1,A,1,1,R' U2 F R U' R U R F' U2 F',11, F U2 F R' U F R2 U2 R F R2
TheBattleofLexington2019,f,A,0,1,U2 R' U2 R U2 R' U F2 R2 U R',11, F U2 R' F2 R F2 U' R U2 R2 U'
RoseCity2019,1,B,0,4,R' F U' R F R2 U2 F' R2 F R,11, F U' R U2 R U' F R' F' U2 R2
UpstateCubing2019,1,D,0,2,U R' U F' U2 F R2 F' R2 F U',11, F U R U2 F2 U' F U' R' U2 F'
GLSCupI2019,1,F,0,4,R' F R' F R U F' U2 R' U2 R',11, F U' F' R F' U' F R2 U' R2 U
Terminus2019,f,A,0,1,R' F U' R F' R U' F' U' R2 U2,11, F U' R F' U2 R U' R U R2 U
IstanbulSpring2019,f,A,0,3,U2 R U' R' F' U2 R U' R' F2 R,11, F R' U' R2 F R F2 R' U' F2 U'
GDSYOpen2019,2,B,0,4,U R' U2 R2 U' R2 F U2 F2 R U',11, F U F2 R' F2 R U2 F' R F U'
LionPride2019,1,A,1,1,U R' U' F2 R F' R2 F R U2 R',11, F U2 R F2 R F R U F2 U F'
ManchesterOpen2019,2,B,0,4,U2 R' U R U2 R U' F' U R' U,11, F U2 F R F' U R' U2 R' U F'
