competition_id,Ao5,round_type_id,group_id,is_extra,scramble_num,scramble,optimal_movecount,movecount_solution
BogotaChampionship2019,8.0,d,B,0,4,UR4- DR4+ DL3+ UL2+ U5+ R5+ D0+ L3+ ALL2+ y2 U0+ R1+ D0+ L3- ALL6+ DL UL,9,UR5- UL2+ D5+ L2+ y2 R1- L3+ /3- \4- ALL1+
BogotaChampionship2019,8.0,d,B,0,5,UR0+ DR5- DL4+ UL5- U3- R5+ D3+ L1+ ALL6+ y2 U1+ R4- D1- L5- ALL3- DL UL,8,U4- D2- y2 D3- U1- L5+ DR4+ \5+ ALL2+
BogotaChampionship2019,8.0,d,B,1,1,UR5+ DR4- DL2- UL0+ U3- R3- D2+ L3- ALL5- y2 U5- R4- D4- L2- ALL3- DL UL,8,UR2- DR4+ L5+ ur4- \2- y2 L3- UL5+ DR4+
BogotaChampionship2019,8.0,d,B,1,2,UR6+ DR0+ DL4- UL1+ U2+ R3+ D3- L3+ ALL1- y2 U1- R1- D6+ L0+ ALL3- UR DR UL,7,UR3+ D5- dl3- ALL2- y2 ul4+ D6+ UR1+
FoothillsFinalFight2019,8.0,c,B,0,1,UR6+ DR1+ DL2- UL0+ U4- R6+ D0+ L0+ ALL0+ y2 U1- R4+ D4+ L3+ ALL4- UR UL,8,UR2- DR1- DL2+ R2+ \4+ y2 U1+ L3- DR4-
FoothillsFinalFight2019,8.0,c,B,0,2,UR2+ DR6+ DL4- UL1- U3- R1+ D2+ L6+ ALL6+ y2 U6+ R3+ D4+ L2- ALL0+ UR DR,9,UR3+ UL1- D4- dl3+ \4- y2 R3- UL6+ DL4- \2+
FoothillsFinalFight2019,8.0,c,B,0,3,UR1- DR4- DL1+ UL4+ U5+ R1- D3+ L6+ ALL4- y2 U3- R1- D5- L3- ALL0+ UR DL UL,8,UR4+ R2+ L1+ /4- y2 dl4+ D4+ UL3+ DR1+
FoothillsFinalFight2019,8.0,c,B,0,4,UR0+ DR5+ DL1+ UL1+ U2- R5- D1+ L0+ ALL5+ y2 U1- R5- D5- L0+ ALL5+ DL UL,8,DL3+ U1+ D2+ L5- ul5+ y2 D1+ DR4+ UR1+
FoothillsFinalFight2019,8.0,c,B,0,5,UR5- DR4- DL2+ UL5+ U0+ R3- D4- L0+ ALL3+ y2 U5+ R4+ D0+ L5- ALL4+ UR,9,DL5+ D1+ /4- ALL4+ y2 dl1- U1- L5+ UR4- /5+
FoothillsFinalFight2019,8.0,c,B,1,1,UR5- DR3+ DL3- UL3- U5- R2- D3+ L4- ALL3- y2 U4+ R3+ D2- L5- ALL5+ UR,10,DR1- DL2- U1+ R5+ \4+ y2 ul3- U4- UL3+ DL2+ UR3-
FoothillsFinalFight2019,8.0,c,B,1,2,UR3+ DR5+ DL2+ UL4- U3- R1+ D2- L2- ALL3+ y2 U0+ R3- D0+ L5- ALL3- UR DR DL,8,DR5- UL4+ R4- \2+ y2 dr1- R3+ L5+ ALL4+
LugaOpen2019,8.0,c,B,0,1,UR3- DR3- DL2+ UL6+ U2+ R3- D1- L4- ALL0+ y2 U1- R6+ D1+ L1+ ALL1+ UR DL,9,UR5- DR2+ L4- \1- y2 ul3- dr5- U5- DL1- UR6+
LugaOpen2019,8.0,c,B,0,2,UR3- DR5+ DL0+ UL3- U4+ R5- D3- L1+ ALL3- y2 U1+ R5+ D4- L4- ALL5+ DR,9,UL2+ R3+ D2- /4+ y2 dr5- ur1- D4+ UL4+ UR5-
LugaOpen2019,8.0,c,B,0,3,UR3- DR0+ DL2+ UL1- U1+ R3- D1- L4- ALL0+ y2 U0+ R1+ D5- L1- ALL4- DR DL,10,UR3+ DL1- R3+ L4+ y2 ul1- dl1+ D5+ R1- L1+ ALL4+
LugaOpen2019,8.0,c,B,0,4,UR3- DR6+ DL3- UL5+ U2- R4+ D2- L3+ ALL5- y2 U4+ R0+ D1- L0+ ALL5+ UR,7,DR1- R6- L5- \3- y2 D1+ U4- \5-
LugaOpen2019,8.0,c,B,0,5,UR2- DR3+ DL6+ UL4+ U2+ R2+ D2+ L6+ ALL6+ y2 U4- R0+ D0+ L1- ALL0+ UR DR,7,DR3- UL4- D4+ \2- y2 L3- UL4+ /4+
LugaOpen2019,8.0,c,B,1,1,UR3- DR0+ DL4- UL3- U1+ R2- D4- L4+ ALL5+ y2 U4+ R4+ D4- L1+ ALL0+ DL UL,9,UR5+ DL4- L5- dl2- y2 D5+ UL1- DR1- UR3- /5-
LugaOpen2019,8.0,c,B,1,2,UR2+ DR1+ DL5+ UL5+ U5- R3- D6+ L4+ ALL4- y2 U1- R5+ D0+ L5+ ALL2- UR DL UL,8,UL2- /3+ y2 ul2+ ur2+ R5- U6+ UL5- /5+
AGChampionship2017,8.0,c,C,0,1,UR4+ DR5+ DL4+ UL1- U3- R3+ D5+ L3- ALL3- y2 U1- R2+ D3- L4- ALL2+ DR,8,D2- /1+ \4+ ALL2- y2 D1- U3+ DL4+ UR2-
AGChampionship2017,8.0,c,C,0,2,UR2- DR4+ DL3- UL5+ U4- R4- D1+ L0+ ALL2- y2 U1+ R1+ D2- L3- ALL2+ UR DR DL,10,UR1+ DL2- R1+ dr5+ y2 dr3- ur1- U1- DL3+ DR1- /4+
AGChampionship2017,8.0,c,C,0,3,UR3- DR0+ DL3+ UL5- U5+ R4+ D0+ L5+ ALL5- y2 U2- R1- D5+ L6+ ALL1+ DL UL,8,UR3+ DL3- R4- y2 D1+ U1+ DL6+ UR1+ \6+
AGChampionship2017,8.0,c,C,0,4,UR4- DR4- DL5+ UL1+ U2- R4+ D3- L0+ ALL6+ y2 U2- R5+ D4+ L4- ALL0+ UR DL,11,DR4+ DL2- U5+ L4- \6- y2 ul1- dl1- R1- L2+ UL2+ DR4-
AGChampionship2017,8.0,c,C,0,5,UR5- DR2- DL1- UL4- U4+ R2- D0+ L5- ALL1+ y2 U3- R5- D5- L0+ ALL2- UR UL,9,UR5+ DR5+ DL2- R1- ur4+ /3+ y2 dl5- U3+ DR5+
AGChampionship2017,8.0,c,C,1,1,UR2+ DR2+ DL5- UL1- U5+ R5+ D0+ L6+ ALL1+ y2 U3- R4+ D4+ L0+ ALL0+ UR DL UL,8,DR3+ U6- y2 ul3+ ur6+ U3+ DR4- /2- \1+
AGChampionship2017,8.0,c,C,1,2,UR6+ DR4+ DL3+ UL2- U0+ R4- D0+ L5- ALL3- y2 U0+ R5- D2- L0+ ALL3+ UR DR,8,UR6- DL2+ UL2+ D3+ y2 ur4- D3- DR5+ ALL6+
